MSA,Syrian,lang
" كان أحمد يبحث عن هدية مناسبة لصديقه، ولكنه لم يكن يملك الكثير من المال. وجد ساعة جميلة في أحد المحلات ولكنها كانت مكلفة. تذكر كلمات صديقه ""ليس تماماً. فقط شيء ما غير غالي الثمن"". فاشترى كتاباً كان صديقه يتمنى الحصول عليه. "," أحمد كان عم يدور على هدية مناسبة لصاحبو، بس ما كان معو مصاري كتير. لقى ساعة حلوة بمحل بس كانت غالية. تذكر شو قالو صاحبو ""مو لازم تكون غالية كتير. بس شي شغلة مو غالية"". عشان هيك اشترى كتاب كان صاحبو بدو ياه. ",Syrian
 اشترت أميرة فستانًا جديدًا وكانت في حيرة، هل يمكن أن يتم غسيله في المغسلة أم يدويًا في المنزل؟ قررت أن تستشير البائعة التي نصحتها بالغسيل اليدوي للحفاظ على نوعية القماش. وعلى الرغم من تحذير البائعة، قررت أميرة أن تجرب الغسيل في المغسلة لتوفير الوقت. ولكن بعد استلام الفستان من المغسلة، تفاجأت بأن الألوان قد بهتت والقماش قد تلف. , اشترت أميرة فستان جديد وكانت محتارة، يعني بتقدر تغسلو بالمغسلة ولا لازم بالإيد بالبيت؟ قررت تسأل البياعة يلي نصحتها تغسلو بالإيد لحتى ما يخترب القماش. بس مع إنو البياعة حذرتها، قررت أميرة تغسلو بالمغسلة لتوفر وقت. ولما استلمت الفستان من المغسلة، انصدمت لما شافت الألوان صارت باهتة والقماش تلف. ,Syrian
" كان هناك طفل يحب الرسم كثيراً، وذات يوم نفذت ألوانه المائية فطلب من والدته شراء علبة جديدة. قال لها ""أحتاج علبة ألوان مائية من فضلك"". فابتسمت الأم ووعدته بشراء أفضل علبة لون مائي في السوق. وعندما حصل على الألوان الجديدة، أمضى الطفل ساعات يرسم لوحة زاهية شكراً لأمه. "," كان في ولد بحب الرسم كتير، ومرة خلصت ألوانه المائية، فطلب من أمه تشتريلو علبة جديدة. قلها ""بدي علبة ألوان مائية لو سمحتي"". الأم ابتسمت ووعدتو تجيبلو أحلى علبة بالسوق. لما جابتلو الألوان الجديدة، قعد الولد يرسم لوحة حلوة كتير وشكر أمه عليها. ",Syrian
" كان يمشي في السوق عندما صدم بشخص. التفت ليرى من هو، فإذا به صديقه القديم. قال له متفاجئاً: ""آسف. ماذا كنت تريد؟"" ضحك صديقه ودعاه لتناول القهوة. "," كان عم يمشي بالسوق لما اصطدم بشخص. التفت ليشوف مين، طلع صاحبو القديم. قلو متفاجئ: ""آسف. شو كنت عم تريد؟"" ضحك صاحبو وعزمو على فنجان قهوة. ",Syrian
 قرر ماجد تغيير الموعد لزيارة الطبيب إلى التاسع عشر من مايو بدلاً من الخامس عشر بسبب ارتباطات عمل طارئة. عندما حل اليوم المنتظر، استيقظ مبكرًا وتوجه إلى العيادة. وجد الطبيب ينتظره، فقد كان أول المرضى في ذلك اليوم. تمت الفحوصات بسلاسة، وغادر ماجد وهو يشعر بالرضا عن قراره. , ماجد قرر يغير موعدو مع الدكتور ليصير بتاريخ التاسع عشر من مايو بدل الخامس عشر لأنو طلعتلو شغلة ضرورية. يوم الموعد صار قام بكير وتوجه لعند العيادة. لقى الدكتور عم يستناه، كان أول المرضى هاليوم. الفحوصات مرت منيح وماجد ترك العيادة مبسوط بقرارو. ,Syrian
" عندما وصل خالد إلى الفندق، قُدمت له الاستقبالية ورقة وقالت: ""من فضلك وقع هنا"". وأشارت إلى الخط الأسفل ثم أعطته فاتورة بمصروفاته قائلة: ""وهذه فاتورة بمصروفاتك"". خالد تفحص الفاتورة متأنيًا، ولاحظ أن كل شيء كان على ما يرام. بعد أن وقّع، شكر الاستقبالية وتوجه إلى غرفته، مرتاحًا لتسوية الأمور بسلاسة. "," لما وصل خالد عالفندق، الموظفة قلتلو: ""لو سمحت اكتب اسمك هون"". وأشرتلو عالخط اللي تحت وأعطتو الفاتورة وقالتلو: ""وهي فاتورة مصروفاتك"". خالد تفقد الفاتورة منيح وشاف إن كل شي تمام. بعد ما وقع، شكر الموظفة وراح على غرفتو مرتاح إنو كل الأمور تمت بسهولة. ",Syrian
 في أحد الأيام، ذهبت سارة إلى السوق لتشتري بعض الجوارب الحريمي. وجدت متجراً صغيراً يبيع ما تبحث عنه بأسعار معقولة. اشترت سارة ثلاثة أزواج من الجوارب الملونة. عادت إلى المنزل سعيدة بمشترياتها وارتدت زوجاً جديداً فوراً. , بيوم من الأيام، راحت سارة عالسوق تشتري جوارب حريمي. لقت محل صغير عم يبيع الي هيي عم تدور عليه بأسعار منيحة. سارة شرت تلات أزواج من الجوارب المنوّعة. رجعت عالبيت مبسوطة بشراياتها ولبست واحد منن على طول. ,Syrian
 كان محمد يشعر بالجوع الشديد، فقرر أن يذهب إلى السوق ليشتري لحوم الضأن. وجد محمد الجزار المعروف بجودة لحمه واشترى منه كمية وافرة. عندما عاد إلى المنزل، شرع في تحضير وجبة شهية. جمعت العائلة حول المائدة، وتناولوا الطعام معاً وسط أجواء من البهجة والسرور. , محمد كان جوعان كتير، فقرر يروح عالسوق ليشتري لحم غنم. لما وصل، شاف الجزار اللي عندو لحمة منيحة واشترى منو كمية كبيرة. لما رجع عالبيت، بلش يحضر أكلة طيبة. العيلة اجتمعت حول السفرة، وتعشوا سوا بجو حلو ومبسوطين. ,Syrian
 في يوم صيفي حار، وجد حسام نفسه يتجول في الأزقة القديمة بحثاً عن شيء ما، لكنه لم يكن يعلم ما هو. كانت الشمس تلفح وجهه والعرق يتصبب من جبينه، وفجأة توقف أمام متجر أنتيكات قديم. فتح باب المتجر المتآكل ودخل، وهناك وجد تمثالاً صغيراً يشع بريقاً خفياً، شعر حينها أنه ما كان يبحث عنه. , بيوم صيفي حار، حسام لقى حالو عم يتمشى بالأزقة القديمة بيدور على شي، بس ما كان عارف شو هو. الشمس كانت عم تحرق وجهو والعرق نازل من جبينو، وفجأة وقف قدام دكانة أنتيكات عتيقة. فتح باب الدكانة الختيار ودخل، وهنيك لقى تمثال صغير عم يلمع، حس إنو هاد هو الشي يللي كان عم يدور عليه. ,Syrian
 كنت أقف في المحطة، أتأمل الحافلات المتجهة إلى وجهات شتى. سألت المارة عن الحافلة المتجهة إلى محطة بين، فأشاروا إلى الحافلة رقم سبعة. صعدت إلى الحافلة وجلست أفكر في الأشياء التي سأفعلها عند الوصول. وبعد رحلة قصيرة، وصلت إلى المحطة المنشودة وبدأت يومي بحماس. , كنت واقف بالمحطة، عم شوف باصات عم تروح لأماكن كتيرة. سألت الناس عن الباص يللي رايح على محطة بين، ودلوني على باص رقم سبعة. طلعت عالباص وقعدت فكر شو رح ساوي لما وصل. وبعد رحلة قصيرة، وصلت على المحطة يللي بدي إياها وبلشت يومي بحيوية. ,Syrian
 في ليلةٍ هادئة، سمعتُ صوتًا غريبًا خارج النافذة. عندما اقتربت لأرى ما هو، وجدت قطةً صغيرة تبحث عن مأوى. فتحتُ النافذة ودعوتها إلى الداخل. ومنذ تلك الليلة، أصبحت القطة جزءًا لا يتجزأ من حياتي. , بليلة هادية، سمعت صوت غريب برا الشباك. لما قربت لأشوف شو الصوت، لقيت قطة صغيرة عم تدور على مأوى. فتحت الشباك وطلبت منها تدخل. ومن يليك الليلة، صارت القطة جزء أساسي من حياتي. ,Syrian
 ذهب محمود إلى السوق لشراء جوارب رجالية جديدة. وجد متجرًا يعرض تشكيلة واسعة من الجوارب بألوان وأنماط مختلفة. اختار ثلاثة أزواج بألوان متناسقة مع ملابسه. عاد إلى المنزل فرحًا بمشترياته وقرر أن يعود مجددًا للمتجر. , محمود راح عالسوق ليشتري شرابات رجالي جداد. لقى محل فيه تشكيلة كبيرة من الشرابات بألوان وتصاميم متنوعة. اختار تلاتة أزواج بألوان بتناسب مع لبسو. رجع عالبيت مبسوط باللي اشتراه وقرر يرجع عالمحل مرة تانية. ,Syrian
 كانت ليلى تبحث عن وجبة خفيفة لتناولها في المساء. عندما وجدت طبق السلطة، فرحت كثيراً لأن سعراتها الحرارية منخفضة جداً، فقط 30 سعر. قررت أن تجعلها وجبتها الأساسية في الرجيم. وبالفعل، ساعدتها هذه السلطة على خسارة الوزن بشكل صحي. , ليلى كانت عم تدور على شي خفيف تاكلو بالليل. لما لقت طبق السلطة، فرحت كتير لأنو السعرات الحرارية فيها منخفضة كتير، بس 30 سعر. قررت تخليها الأكلة الأساسية بالرجيم يلي عم تعملو. وفعلاً، هالسلطة ساعدتها تنزل بالوزن بطريقة صحية. ,Syrian
 كان محمد يريد أن يسافر إلى مدينة جميلة لقضاء إجازته. ولهذا قرر أن يحجز غرفة في فندق يطل على البحر. بحث على الإنترنت ووجد مكاناً مثالياً يناسب ميزانيته. بعد إتمام الحجز، شعر بسعادة كبيرة استعداداً لرحلته. , محمد كان ناوي يسافر على مدينة حلوة ليقضي إجازته. قرر يحجز غرفة بفندق عالبحر. دوّر عالإنترنت ولقى محل منيح يناسب مصروفو. بعد ما خلص الحجز، حس بفرح كبير وهو عم يستعد للرحلة. ,Syrian
" في أحد الأيام، سأل الطالب الجديد زميله في الفصل: ""من أي مكان في اليابان أنت؟"" فأجابه الزميل بابتسامة: ""أنا من كيوتو، مدينة الألف معبد."" ومنذ ذلك الحين، أصبحا صديقين مقربين وقضيا الوقت في استكشاف الثقافة اليابانية معًا. في نهاية العام الدراسي، دعا الطالب زميله لزيارة بلدته الصغيرة في أوكيناوا ليظهر له جمال الجزر الجنوبية. "," بيوم من الأيام، الطالب الجديد سأل رفيقو بالصف: ""من وين باليابان أنت؟"" رفيقو ضحك وقالو: ""أنا من كيوتو، مدينة الألف معبد."" من بعد هاليوم، صارو أصدقاء متقاربين وقضوا وقتن بمعرفة الثقافة اليابانية سوا. بآخر السنة الدراسية، الطالب دعا رفيقو يزور مدينتو الصغيرة بأوكيناوا ليشوفو جمال الجزر الجنوبية. ",Syrian
 لسوء الحظ، هو مشغول جداً في ذلك اليوم. كان عند أحمد العديد من المواعيد والالتزامات التي لا يمكن تأجيلها. رغم ذلك، وجد الوقت لمساعدة صديقه المحتاج. في نهاية اليوم، شعر بالرضا لتمكنه من الجمع بين واجباته ومساعدة الآخرين. , للأسف، كان مشغول كتير بهاليوم. أحمد عندو مواعيد كتيرة ومسؤوليات ما كان في أي إمكانية لتأجيلها. بس بالرغم من هيك، قدر يلاقي وقت يساعد صاحبو المحتاج. بآخر اليوم، حس براحة كبيرة لأنو استطاع يجمع بين واجباتو ومساعدة الآخرين. ,Syrian
" في يومٍ ماطر، ذهبت أمل لشراء مظلة جديدة. وبينما كانت تتصفح المحل، أشار لها البائع إلى مظلة زرقاء جميلة. قالت أمل: ""في هذه الحالة ، أنصح بهذه الواحدة."" ومنذ ذلك اليوم، أصبحت المظلة رفيقة أمل الدائمة في كل الأجواء. "," بيوم مطر، راحت أمل تشتري مظلة جديدة. وهي عم تتفرج بالمحل، البياع نبها على مظلة زرقا حلوة. أمل قالت: ""بهالحالة، أنا بنصح بهالوحدة."" ومن بعد هاليوم، صارت المظلة صاحبة أمل الدايمة بكل الطقس. ",Syrian
 في يومٍ مشمس، خرج سعيد ليبحث عن خدمة. وجد حجرة جميلة تحتاج إلى تنظيف وقرر أن يقدم خدماته. عمل بجد وأتقن العمل حتى أعجب به الجميع. وبذلك حصل على الكثير من العملاء الدائمين. , بيوم مشمس، سعيد طلع يدوّر على شغل. لقى غرفة حلوة بدها تنظيف وقرر يعرض خدماتو. اشتغل بجهد وكمّل الشغل على أكمل وجه، كل الناس انبسطوا فيه. وبهيك صار عندو زبائن دايمين كتار. ,Syrian
" كان في قرية صغيرة يعيش فيها أهلها بسلام، وفي يوم من الأيام، سمع الناس صوتًا عاليًا ينادي ""انتبهوا من فضلكم"". التفت الجميع ليروا رجلًا يحذرهم من خطر قادم. أخذ الأهالي النداء على محمل الجد وبدأوا بالاستعدادات لمواجهة الطارئ. وبفضل تحذير الرجل، استطاعوا أن يحموا القرية وأنفسهم من الخطر الداهم. "," بقرية صغيرة كان في ناس عايشين بسلام، وبيوم من الأيام سمعو صوت واحد عم يصرخ ""انتبهوا من فضلكم"". الناس كلها التفتت لتشوف رجال عم يحذرهم من خطر عم يقترب. الأهلي عملو الكلام على محمل الجد وبلشو يتجهزو لأي طارئ. ومنيح إنهم سمعو للرجال، لأنهم قدرو يحمو القرية وحالهم من الخطر اللي كان جاي. ",Syrian
" كانت ليلى تبحث عن فستان لحضور حفل زفاف صديقتها. وجدت واحدًا يعجبها في السوق لكنه كان ملطخًا ببعض البقع. توجهت إلى البائع وسألته ""هل تستطيع أن تخفض سعرها لوجود بعض البقع بها؟"". ابتسم البائع ووافق على تخفيض السعر مما جعل ليلى تشتريه بسعادة. "," ليلى كانت عم تدور على فستان لعرس صاحبتها. شافت واحد بالسوق عجبها بس كان فيه شوية بقع. قالت للبائع ""فيك تنقص من سعرو لأنو في بقع؟"". البائع ابتسم وموافق ينقص من السعر، وليلى اشترتو وهي مبسوطة. ",Syrian
" في يوم مشمس، سأل الطفل جده: ""هل لديك أية طوابع تذكارية؟"" فابتسم الجد وأخرج صندوقًا قديمًا مليئًا بالطوابع من جميع أنحاء العالم. كانت كل طابعة تحكي قصة من رحلات الجد الطويلة. وبتلك الطوابع، سافر الطفل حول العالم دون أن يترك غرفته. "," بيوم مشمس، الصبي سأل جدو: ""عندك طوابع تذكارية يا جدو؟"" جدو ابتسم وطلع صندوق قديم كلو طوابع من كل العالم. كل طابع كان عم يحكي قصة من سفرات جدو الطويلة. ومع هالطوابع، الصبي سافر حول العالم وهو قاعد بغرفتو. ",Syrian
" في ليلة باردة بأحد الفنادق القديمة، دخلت امرأة الغرفة رقم ثلاثة سبعة عشر مرتجفة من البرد. نظرت حولها ولاحظت أن النافذة مفتوحة، فأسرعت إلى إغلاقها. شعرت بالبرودة تخترق عظامها فنادت الموظف المسؤول قائلة ""هذه غرفة ثلاثة سبعة عشر. يمكنني أخذ بطانية أخرى؟"" أحضر لها الموظف بطانية دافئة وعرض عليها كوباً من الشاي الساخن لتدفئتها. "," بليلة باردة بواحد من الفنادق العتيقة، دخلت مرة على غرفة رقم تلاتة سبعتاش وهيي عم ترجف من البرد. التفتت حواليها وشافت الشباك مفتوح، فراحت سكرتو بسرعة. حسّت بالبرد عم يقشعر عظامها فصاحت عالموظف اللي هنيك قالتلو ""هيدي غرفة تلاتة سبعتاش. فيي جيب بطانية تانية؟"" جابلها الموظف بطانية دافية وعرض عليها كاسة شاي سخنة لتتدفى. ",Syrian
 كان يحتاج خالد إلى الوصول للمحطة بسرعة ليلحق بالقطار. سأل السائق المجاور إن كان يستطيع أن يوصله في خمس عشرة دقيقة. بمهارة، تفادى السائق الزحام وسار بسرعة. وصل خالد إلى المحطة بالوقت المحدد وشكر السائق على مجهوده. , خالد كان مستعجل يوصل على المحطة بسرعة ليحقق القطار. سأل السواق اللي جنبه إذا بيقدر يوصله بخمسطعش دقيقة. بمهارة، السواق تفادى الازدحام وساق بسرعة. وصل خالد عالمحطة بالوقت المطلوب وشكر السواق على تعبو. ,Syrian
 اضطر محمد للبحث عن مصرف يقبل رهن العربة لأنه كان بحاجة ماسة للمال. وجد مصرفاً وافق على منحه القرض مقابل رهن السيارة. أتم محمد الإجراءات وحصل على المبلغ الذي يحتاجه. وبذلك استطاع أن يدفع مصاريف العلاج الضرورية لوالدته المريضة. , كان محمد مضطر يدور على بنك يقدر يرهن فيه السيارة لأنو كان محتاج مصاري كتير. لقى بنك وافق يعطيه قرض مقابل رهن العربة. خلص محمد كل الإجراءات واستلم المصاري يلي كان محتاجها. بيهيك استطاع يدفع تكاليف علاج أمو المريضة. ,Syrian
 ارتطم بي شخص في السوق المزدحم، وعندما وقعت على الأرض، ساعدني في النهوض. بعد أن رحل الشخص، تفقدت جيوبي لأجد أن محفظتي قد سرقت. شعرت بالغضب والحيرة، وتوجهت مباشرة إلى مركز الشرطة لتقديم بلاغ. , بالسوق يلي كان مليان ناس، واحد دفشني ولما طحت عالأرض، قام ساعدني وقف. بعد ما راح، فتشت جيوبي واكتشفت إنو محفظتي انسرقت. زعلت وحسيت بحيرة، ورحت على طول عالشرطة عشان أعمل محضر. ,Syrian
 عندما وصلت إلى الفندق، أخبرتني الاستقبالية أنه لا يوجد أماكن شاغرة بالغرف ذات السرير الواحد. لكنها اقترحت علي الإقامة في غرفة مزدوجة بنفس السعر. وافقت على العرض بسعادة واستلمت مفتاح الغرفة. وفي تلك الليلة، قابلت زميل الغرفة الجديد الذي أصبح صديقي المقرب. , يوم وصلت ع الفندق، الاستقبال قالولي ما في أماكن فاضية بالغرف اللي فيها سرير واحد. بس عرضوا عليي أسكن بغرفة مزدوجة بنفس السعر. وافقت فوراً وأخدت مفتاح الغرفة. وبالليلة يلي جت، تعرفت على شريك الغرفة الجديد، يلي صار صديقي المقرب. ,Syrian
 كان لدى علي تذكرة حفل موسيقي مهمة جدًا. تفقد التذكرة ورأى أنها ليوم محدد فقط. شعر بالقلق لأنه لم يكن متأكدًا إذا كان بإمكانه الذهاب في ذلك اليوم. قرر في النهاية الاتصال بالمنظمين ليتأكد من صلاحية التذكرة. , عندو علي تذكرة لحفلة موسيقية مهمة كتير. لما فحص التذكرة شاف إنها ليوم محدد بس. حس بالقلق لأنو مو متأكد إذا رح يقدر يروح بهديك اليوم. قرر بالآخر يتصل بالمنظمين ليتأكد إذا التذكرة لسا سارية. ,Syrian
 وصل أحمد إلى ميلانو في الصباح الباكر. كانت المدينة تنبض بالحياة والأناقة. قرر أن يتجول في شوارعها ويستمتع بمعالمها. في المساء، التقى بأصدقاء قدماء وتناولوا العشاء معًا. , أحمد وصل على ميلانو بكير الصبح. المدينة كانت عم تنبض بالحياة والأناقة. قرر يتمشى بشوارعها ويستمتع بالمشاهد. بالمسا، التقى مع رفقاتو القدامى وتعشوا سوا. ,Syrian
" في مكتب صغير بقلب المدينة، سأل مدير الموارد البشرية الجديد العاملين: ""هل لديكم شخص يتحدث اليابانية؟"" فرفع يوسف يده مترددًا، ليس لأنه يتقنها تمامًا ولكن لأنه كان يدرسها لبضعة أشهر. أدرك المدير أن يوسف يملك الشغف وقدرة التعلم، فقرر إعطاؤه فرصة. وبعد عام، أصبح يوسف المترجم الرئيسي لكل المراسلات مع الشركاء اليابانيين. "," بمكتب صغير بقلب البلد، الشخص الجديد يلي بيشتغل بإدارة الموارد البشرية سأل العمال: ""في حدا عندو خبرة بالياباني؟"" يوسف رفع إيدو بتردد، مو لأنو بيعرفها منيح بس لأنو كان بيدرسها من شي شهور. المدير عرف إنو يوسف عندو الحماس وبيتعلم بسرعة، فقرر يعطيه الفرصة. وبعد سنة، صار يوسف المترجم الأساسي لكل الاتصالات مع الشركاء اليابانيين. ",Syrian
 في إحدى القرى النائية، كان هناك رجل عجوز يعزف الموسيقى الشعبية على الراديو القديم. وفي كل مساء، كانت العائلات تتجمع حول النار للاستماع إلى الألحان التي تذاع من المحطة المحلية. ذات ليلة، قرر الشاب محمود أن يتعلم العزف ليحافظ على تقاليد قريته. بمرور الوقت، أصبح محمود معلماً للموسيقى الشعبية واستمرت المحطة في البث دون انقطاع. , بواحدة من القرى البعيدة، كان في عمو كبير بيلعب الموسيقى الشعبية على الراديو القديم. وكل مسا، العيل كانوا بيتجمعوا حوالين النار ليسمعوا للألحان يلي بتنبث من المحطة المحلية. بليلة من الليالي، الشب محمود قرر يتعلم العزف ليحافظ على عادات القرية. مع الأيام، محمود صار يعلم الموسيقى الشعبية والمحطة استمرت بالإرسال بدون انقطاع. ,Syrian
 في يوم مشمس، قرر أحمد أن يسافر عبر شركة الخطوط الجوية دلتا إلى نيويورك. حجز تذكرته بسهولة عبر الإنترنت وبدأ يستعد لرحلته بحماس. وصل إلى المطار مبكرًا، ومر بإجراءات الأمن دون مشاكل. بعد الإقلاع، استمتع بخدمة الضيافة على متن الطائرة وتأمل السماء الزرقاء خلال الرحلة. , بيوم مشمس، أحمد قرر يسافر مع شركة الخطوط الجوية دلتا على نيويورك. حجز تذكرتو بساهة على الإنترنت وبلش يستعد للرحلة بفرح. وصل عالمطار بكير ومرق من الأمن بدون مشاكل. بعد الإقلاع، تمتع بخدمة الضيافة على الطيارة وتأمل بالسما الزرقا طول الطريق. ,Syrian
 في أحد الأيام، قرر خالد أن يشتري إبريق قهوة جديد لأن القديم قد تكسر. ذهب إلى السوق وبحث في كل مكان حتى وجد إبريقًا أنيقًا يناسب ذوقه. بعد الشراء، عاد إلى المنزل وقام بإعداد أول قهوة في إبريقه الجديد ودعا أصدقائه لتذوقها. استمتع الجميع بالقهوة وأثنوا على جودة الإبريق الجديد. , بيوم من الأيام، خالد قرر يشتري إبريق قهوة جديد لأن المتكسر صار عطلان. راح عالسوق ودور بكل مكان لحتى لقى إبريق مرتب بيعجب ذوقو. بعد ما اشتراه، رجع على البيت وصار يعمل أول فنجان قهوة بالإبريق الجديد وعزم رفقاتو يجربوها. كل الشباب استمتعوا بالقهوة وعطوه كتير مدح على الإبريق الجديد. ,Syrian
" في يوم من الأيام، بحث علي عن بيت جديد للإيجار. عندما وصل إلى البيت الذي أعجبه، سأل صاحب العقار: ""هل تحتوي على حمام ومرحاض؟"". أجابه الرجل بابتسامة: ""بالطبع، وهما مجهزان بأحدث التجهيزات"". فأحس علي بالراحة، لأنه كان يبحث عن المرافق الحديثة في منزله الجديد. "," بيوم من الأيام، علي كان عم يدوّر على بيت جديد ليستأجره. لما وصل للبيت يللي عجبه، سأل صاحب العقار: ""فيه حمام وتواليت؟"". الرجال ابتسم وقلّو: ""أكيد، وكل شي مجهز بأحدث الشغلات"". علي ارتاح لأنو كان عم يبحث عن الراحة والتجهيزات الحديثة بالبيت الجديد. ",Syrian
 كان هناك طالب يدرس للامتحان طوال الليل، وعندما جاء وقت الامتحان، شعر بالإرهاق الشديد. حاول التركيز ولكنه لم يستطع تذكر المعلومات جيداً. عندما نظر إلى الساعة، أدرك أن الوقت انتهى. شعر بخيبة أمل كبيرة وعزم على تنظيم وقته بشكل أفضل في المستقبل. , كان في طالب عم يدرس للامتحان طول الليل، ويوم الامتحان حس بتعب كبير. حاول يركز بس ما قدر يتذكر المعلومات منيح. لما طلع عالساعة، اكتشف إنو الوقت خلص. حس بإحباط كبير وعاهد حالو ينظم وقتو أحسن بالمستقبل. ,Syrian
 سمعت أن السيد يامادا عنده ولدان، فقررت أن أزوره في منزله الكبير. وعندما وصلت، رأيت الأولاد يلعبون في الحديقة وهما سعيدان جدا. السيد يامادا استقبلني بحفاوة وأظهر لي مكتبته الضخمة. وقبل أن أغادر، أهداني كتاباً قيماً كان يقرأه لأولاده كل ليلة. , سمعت إن السيد يامادا عندو ولدين، فحبيت زورو في بيتو الكبير. لما وصلت، شفت الأولاد عم يلعبوا بالحديقة ومبسوطين كتير. السيد يامادا استقبلني بكرم وورجاني مكتبتو الضخمة. وقبل ما روح، عطاني كتاب قيم كان يقرأو لأولادو كل ليلة. ,Syrian
 كنت أحلم دائمًا بالإبحار في البحر الأزرق الواسع، وفي يوم مشمس، قررت أن أحقق حلمي. أود أن أستأجر قارب شراعي فبدأت بالبحث عن مكان للإيجار. وجدت المكان المثالي وتعلمت أساسيات الإبحار. أخيرًا، أبحرت وشعرت بحرية لم أشعر بها من قبل. , دايمًا كان عندي حلم إني أبحر بالبحر الأزرق الواسع، وبيوم مشمس، قررت حقق حلمي. بدي أستأجر قارب شراعي، فبلشت دوّر على محل للإيجار. لقيت المحل المناسب وتعلمت أساسيات الإبحار. وأخيرًا، أبحرت وحسيت بحرية ما حسيت فيها من قبل. ,Syrian
" في يومٍ مشمس، سألت الأم ابنها: ""هل بإمكانك عمل الأطباق في وقت لاحق؟"" فأجاب الابن بابتسامة وأكمل لعبته. بعد ساعات، وقف الابن في المطبخ يغسل الأطباق بينما يستمع إلى الموسيقى. شعر بسعادة لأنه أوفى بوعده لأمه. "," بيوم مشمس، الأم سألت ابنها: ""ممكن تغسل الصحون بعدين؟"" الابن ضحك وكمّل لعبتو. بعد شي ساعات، وقف الابن بالمطبخ يغسل الصحون وعم يسمع للموسيقى. حس بالفرح لأنو عمل يلي وعد فيه أمو. ",Syrian
 كان أحمد في حاجة إلى موقد غاز جديد لمطبخه. ذهب إلى السوق وبحث في عدة محلات. وجد موقدًا يناسب ميزانيته واحتياجاته. قام بشرائه وعاد إلى منزله سعيدًا. , أحمد كان محتاج لموقد غاز جديد للمطبخ تبعو. راح عالسوق ودور بكذا دكانة. لاقى واحد منيح يناسب مصروفو وشراه. رجع على بيتو مبسوط. ,Syrian
" كان يوسف يمتلك مبلغا من الدولارات الأمريكية وأراد تغييرها إلى جنيهات إسترلينية لرحلته إلى لندن. فذهب إلى مكتب الصرافة وسأل الصراف: ""هل يمكنك تغيير الدولارات الأمريكية إلى جنيهات إسترلينية؟"" فأجابه الصراف بأن السعر الحالي ممتاز للتحويل. فسر يوسف بذلك وقام بتبديل المبلغ، متطلعا لزيارة معالم لندن الشهيرة. "," يوسف كان عندو مصاري دولارات أمريكية وبده يبدلهن لجنيهات إسترلينية لأنو رايح ع لندن. راح على محل الصرافة وسأل الصراف: ""فيك تحولي الدولارات الأمريكية لجنيهات إسترلينية؟"" الصراف أجا عليه وقلو إنو السعر منيح اليوم للتحويل. يوسف انبسط كتير وصرف المصاري، متشوق ليشوف شي من عجايب لندن. ",Syrian
 بالتأكيد يا سيدي. ما اسمك؟ قال الرجل العجوز وهو ينظر إليّ بعينين تملؤهما الحكمة. أجبته بأدب: اسمي عمر يا عمي. ثم سألني عن قصتي وكأنه يعرف أن هناك شيئاً ما خلف ستار الكلمات. وبعد حديث طويل، أدركت أن هذا الرجل قد يكون مفتاح حل لغز ماضي عائلتي. , طبعاً سيدي. شو اسمك؟ سألني العمو الكبير وهو عم يطلع فيني بعيون فيها حكمة. رديت عليه بكل احترام: اسمي عمر يا عمو. بعدين سألني عن قصتي كأنه عبيحس في شي مستور ورا الكلام. وبعد جلسة طويلة، اكتشفت إنو هالرجال يمكن يكون مفتاح لحل لغز ماضي العيلة. ,Syrian
" في أحد الأيام, ذهب أحمد إلى عمله دون أن يلتزم بالزي الرسمي المعتاد. لاحظ رئيسه ذلك واستدعاه لمكتبه ليسأله عن السبب. أخبره أحمد أن ملابسه الرسمية تضررت بسبب عطل في الغسالة. تفهم الرئيس الموقف وسمح له بالعمل بملابسه العادية لهذا اليوم. "," بيوم من الأيام, راح أحمد على شغلو من دون ما يلبس الزي الرسمي. شافو المدير وطلبو لمكتبو عشان يسألو ليش مو لابس متل العالم. قلّو أحمد إنو الغسالة عطلانة وخربتلو ثيابو الرسمية. المدير فهم القصة وسمحلو يشتغل بهاللبس لليوم. ",Syrian
 ارجوا أن تحضر المرة القادمة فقط. عندما جاءت الفرصة التالية، لبى أحمد الدعوة وحضر. وجد نفسه في تجمع مليء بالمثقفين والأدباء. استمتع بالحديث معهم، وتعلم الكثير. , بتمنى تكون موجود المرة الجايي بس. لما إجت الفرصة التانية، أحمد استجاب للدعوة وحضر. لقى حالو بتجمع مليان مثقفين وأدبا. استمتع بالحكي معن وتعلم كتير. ,Syrian
 كان يحيى غير متأكد إذا كان قد حزم ملابس كافية لرحلة مدتها ثلاثة أيام. فتح الحقيبة مرة أخرى وأضاف بعض القمصان والجوارب. لم ينسَ أخذ شاحن الهاتف والكاميرا لتوثيق اللحظات. وعندما وصل الى وجهته، شعر بالراحة لأنه أعد كل شيء بشكل جيد. , يحيى ما كان متأكد إذا كان حضّر كفاية ملابس لرحلة مدتا تلات أيام. فتح الشنطة مرة تانية وزاد كم قميص وشرابات. ما نسي ياخد معو شاحن التلفون والكاميرا ليصور اللحظات. ولما وصل لمكانو، ارتاح لأنو كان مجهز كلشي منيح. ,Syrian
