MSA,Egyptian,lang
 عذراً يا سيدي، أود استطلاع بعض الأماكن السياحية الموجودة في بوسطن. فقد جاء محمود من مصر لزيارتها. ولطالما حلم برؤية جامعة هارفارد والتجول في حديقة بوسطن العامة. سار معه صديقه يوسف الذي يعيش في بوسطن ليدله على أهم المعالم. , آسف يا بيه، عايز استكشف شوية أماكن للسياحة في بوسطن. محمود جه من مصر عشان يشوفها. كان نفسه يشوف جامعة هارفارد ويتمشى في حديقة بوسطن العامة. وراح معاه صاحبه يوسف اللي عايش هناك علشان يوريه الحتت المهمة. ,Egyptian
 في أحد الأيام، قرر أحمد أن يتعلم اللغة اليابانية. بدأ بالبحث عن معاهد متخصصة ووجد واحدة قريبة من منزله. انضم إلى دورة مكثفة وكان يدرس بجد كل يوم. بعد عدة أشهر، أصبح قادرًا على التحدث باليابانية بطلاقة وأعد قائمة بها ليثبت تقدمه. , في يوم من الأيام، أحمد قرر يتعلم الياباني. دور على معاهد متخصصة ولقى واحدة جنب بيته. دخل كورس مكثف وكان بيذاكر كل يوم بجدية. بعد شهور، بقى يقدر يتكلم ياباني كويس وعمل لستة باللغة دي علشان يوري التقدم اللي حققه. ,Egyptian
 إنها الواحدة وخمس دقائق. استيقظ أحمد متأخرًا جدًا عن موعد عمله. ارتدى ملابسه بسرعة وخرج مسرعًا من المنزل. وصل إلى العمل وقد عبّر مديره عن استيائه. لكن أحمد قدّم عرضًا ممتازًا أبهر الجميع واستعاد ثقة مديره. , هي الواحدة وخمس دقايق. أحمد صحى متأخر أوي عن شغله. لبس هدومه على السريع وجرى خارج البيت. وصل الشغل والمدير بتاعه زعلان عليه. بس أحمد عمل عرض جامد وكل الناس اتبهروا ورجع كسب ثقة مديره. ,Egyptian
" في يوم عاصف، وجد علي نفسه بحاجة إلى المساعدة لإصلاح سقف منزله الذي تضرر من الرياح الشديدة. جاء جاره محمد ليقدم له يد العون، وسوياً بدآ بالعمل على إعادة بناء ما تهدم. ومع انتهاء العمل، شعر علي بالامتنان الشديد فقال لمحمد: ""تقدم إلىّ المساعدة، شكراً لك."" رد محمد بابتسامة، مؤكداً أن الجيران لبعضهم في السراء والضراء. "," في يوم مليان هوا، علي لاقى نفسه محتاج مساعدة علشان يصلح سطوح بيته اللي اتأذي من الرياح القوية. جاره محمد جه علشان يساعده، ومع بعض ابتدوا يشتغلوا على إصلاح اللي اتكسر. ولما خلصوا الشغل، علي حس بامتنان جامد وقال لمحمد: ""تقدمتلي المساعدة، متشكر أوي."" محمد ضحك وقاله إن الجيران لازم يكونوا لبعض في الحلوة والمُرة. ",Egyptian
 لطالما كان جميل يعاني من الألم الذي لا يطاق في ركبته. في يوم من الأيام، قرر أن يذهب إلى الطبيب ليجد حلاً. بعد الفحص، وصف له الطبيب مسكناً قوياً للألم. شعر جميل بالراحة بعد تناوله للدواء، واستعاد نشاطه مرة أخرى. , جميل كان دايمًا بيتألم من ركبته جامد. في يوم، قرر يروح للدكتور عشان يلاقي حل. بعد ما الدكتور كشف عليه، كتب له علاج قوي للألم. جميل حس بالراحة بعد ما خد الدوا، ورجع يعمل حاجاته زي الأول. ,Egyptian
 كانت منى الممثلة المفضلة لدى أحمد. كل مساء، يجلس أحمد لمشاهدة أفلامها ومسلسلاتها. شعر بإعجاب شديد لموهبتها وأسلوبها الفريد. حلم أحمد ذات يوم بأن يلتقي بها ويعبر عن إعجابه. , كانت منى هي الممثلة المفضلة عند أحمد. كل مسا، كان بيقعد يتفرج على أفلامها ومسلسلاتها. كان معجب جداً بموهبتها وأسلوبها. أحمد كان بيحلم إنه يوم يقابلها ويقولها على إعجابه. ,Egyptian
" في يوم من الأيام، قرر أحمد أن يشتري هدية لوالدته. ذهب إلى السوق وطلب من البائع ""أريد واحدة بيضاوية الشكل"". اختار له البائع قلادة جميلة تلمع تحت أشعة الشمس. عاد أحمد إلى المنزل وقدم الهدية لوالدته التي عبرت عن فرحتها بابتسامة عريضة. "," في يوم من الأيام، أحمد قرر يجيب هدية لأمه. راح السوق وقال للبياع ""عايز واحدة بيضاوية الشكل"". البياع اداله سلسلة حلوة بتلمع في الشمس. أحمد رجع البيت وادى الهدية لأمه اللي فرحت وابتسمت ابتسامة كبيرة. ",Egyptian
 في أحد الأيام، سأل خالد صديقه عن نوع الموسيقى التي يعزفونها في الحفلة. فأجابه صديقه بأنها موسيقى الجاز. شعر خالد بالحماس لأنه يعشق موسيقى الجاز. فقررا الذهاب معاً ليستمتعا بأجواء الحفلة الموسيقية. , في يوم من الأيام، خالد سأل صاحبه عن النوع بتاع المزيكا اللي بيلعبوها في الحفلة. صاحبه قاله دي مزيكا جاز يا عم. خالد اتحمس جامد عشان هو بيحب المزيكا دي. فحددوا يروحوا سوا عشان يتبسطوا ويستمتعوا بالحفلة. ,Egyptian
 لا أحب هذا اللون ، من فضلك أرني لوناً آخر. فذهب البائع وأحضر لوناً جديداً. نظرت إليه السيدة بتمعن وابتسمت برضا. وأخيراً، اختارت ثوبها المفضل باللون الجديد وغادرت المتجر سعيدة. , مش بحب اللون ده، لو سمحت وريني لون تاني. راح البياع جاب لون جديد. الست بصتله كويس وضحكت مبسوطة. وفي الآخر، اختارت الفستان اللي بتحبه باللون الجديد ومشيت من الدكان فرحانة. ,Egyptian
" كان هناك رجل يعيش في مدينة صغيرة وكان يحب أن يذهب إلى السوق كل صباح. ذات يوم، قابل صديقًا قديمًا وقال له: ""من فضلك خذني إلى السوق الصباحية."" فوافق الصديق بسرور وأخذه في جولة بين الأكشاك. تجولا وتبادلا الأحاديث واشتريا بعض الحاجيات قبل أن يعودا إلى منازلهما سعيدين. "," كان فيه واحد ساكن في بلد صغيرة وكل يوم الصبح كان بيحب يروح السوق. في يوم من الأيام, شاف صاحبه القديم وقاله: ""من فضلك خدني على السوق الصبحية."" صاحبه وافق على طول واصطحبه يتفرجوا على البضاعة. دوروا واتكلموا واشتروا حاجات قبل ما يرجعوا لبيوتهم فرحانين. ",Egyptian
 الإطار الخاص بنظارتي قد كسر. ذهبت إلى المحل لإصلاحه ولكن كان مغلقًا. اضطررت أن أنتظر حتى اليوم التالي. وعندما أصلحوها، شعرت بالراحة لأني استطعت أن أرى بوضوح مجددًا. , البرواز بتاع النضارة بتاعتي اتكسر. روحت للمحل علشان أصلحه، لقيته مقفول. اضطريت أستنى لتاني يوم. ولما صلحوها، حسيت براحة جامدة عشان قدرت أشوف كويس تاني. ,Egyptian
 في يوم حار من أيام الصيف، بدأت الساعة تقترب من الثالثة بعد الظهر. كان الأطفال يلعبون في الحديقة، والشمس تلقي بظلالها الطويلة على الأرض. عندما دقت الساعة الثالثة، اجتمع الجميع ليحتفلوا بعيد ميلاد سارة. الضحكات ملأت المكان، والبالونات الزاهية تتطاير مع نسيم العصر اللطيف. , في يوم حر من أيام الصيف، الساعة كانت قربت على تلاتة الضهر. العيال كانوا بيلعبوا في الجنينة، والشمس رامية ظلالها الطويلة ع الأرض. لما الساعة دقت تلاتة، كل الناس اتلموا عشان يحتفلوا بعيد ميلاد سارة. الضحك كان مالي المكان، والبلالين الملونة طايرة مع هوا العصر الحلو. ,Egyptian
 عظيم. لدي مقعد بجوار النافذة. آه، إذا كنت ترغبين في تبادل المقاعد بعد ذلك، يا آنسة. أبدت الآنسة اهتمامًا ووافقت على تبادل المقاعد مع الرجل. خلال الرحلة، نظرت من النافذة وأعجبت بالمناظر الخلابة. عند الوصول، شكرت الرجل على لطفه وتمنت له رحلة سعيدة. , تمام. عندي كرسي جنب الشباك. أهو، لو حبيتي نبدل الكراسي بعدين، يا آنسة. الآنسة استجابت ووافقت تبدل كرسيها مع الراجل. طول السفر، بصت من الشباك واتبهدلت بالمناظر الحلوة. لما وصلت، قالتله شكرًا على ذوقه وتمنتله رحلة مبهجة. ,Egyptian
 لقد استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك بالأمس. وقد بدأت اليوم بزيارة تمثال الحرية، والتقطت العديد من الصور التذكارية. ثم توجهت إلى جسر بروكلين حيث شاهدت منظر الغروب الخلاب. اختتمت جولتي بعشاء شهي في أحد المطاعم المطلة على نهر هدسون. , أنا استمتعت بالفسحة في الأماكن السياحية في نيويورك امبارح. ابتديت يومي بزيارة لتمثال الحرية وخدت كتير صور تذكارية. بعدين رحت لجسر بروكلين وشوفت منظر الغروب الجميل. وختمت فسحتي بعشا لذيذ في واحد من المطاعم اللي على نهر هدسون. ,Egyptian
 لاحظت عيون أحمد الحقيبة الزرقاء المعروضة في الواجهة وأعجبته كثيراً. قرر أن يدخر المال لشرائها. بعد شهر من العمل الجاد، تمكن من جمع المبلغ اللازم. فرح أحمد بشراء الحقيبة واستخدمها في رحلاته العديدة. , أحمد شاف الشنطة الزرقا اللي في الفترينة وحبها جداً. قال هيحوش فلوس علشان يشتريها. بعد شهر من الشغل الصعب، جمع القرش اللي يكفي. أحمد استانس بالشنطة الجديدة وخدها معاه في كل الفسح بتاعته. ,Egyptian
 اتصل أحمد بصاحب المبنى عندما انقطعت الكهرباء فجأة. فوجئ بسرعة استجابته وإصلاح العطل في وقت قياسي. شعر بالامتنان لحسن تصرف صاحب المبنى. ومنذ ذلك الحين، أصبحا صديقين يعتمدان على بعضهما في الشدائد. , كلم أحمد صاحب العمارة لما النور قطع فجأة. استغرب إزاي رد بسرعة وصلح العطل في وقت قليل. حس بالتقدير لإنه صاحب العمارة تصرف كويس. ومن ساعتها، بقوا صحاب يعتمدوا على بعض وقت الأزمات. ,Egyptian
" كان لدى أحمد شعر طويل وفوضوي، فذهب إلى الحلاق ليحصل على قصة جديدة. قال للحلاق: ""اغسله بالشامبو وقم بتصفيفه كما هو الآن، من فضلك."" بعد الغسيل والتصفيف، أصبح شعر أحمد يلمع ويبدو رائعًا. خرج من الصالون وهو يشعر بالثقة والسعادة بمظهره الجديد. "," أحمد كان شعره طويل وملخبط، راح للحلاق علشان يعمل له قصة جديدة. قال للحلاق: ""اغسله بالشامبو وصففه زي ما هو دلوقتي، لو سمحت."" بعد ما غسله وظبطه، شعر أحمد بقى لامع وشكله جميل. خرج من الكوافير فرحان بنفسه وباللوك الجديد. ",Egyptian
 عندما تصل هناك أسأل شخص آخر ، من فضلك. ولما وصل، وجد الساحة مليئة بالناس. تردد في البداية لكنه تذكر النصيحة. سأل رجلا عجوزا ودودا، فأرشده بابتسامة إلى المكان الذي يبحث عنه. , لما توصل هناك إسأل حد تاني، من فضلك. ولما وصل، لقى الميدان زحمة بالناس. اتردد شوية في الأول بس فاكر النصيحة. سأل واحد عجوز طيب، اللي دله بابتسامة على المكان اللي كان بيدور عليه. ,Egyptian
 في يوم مشمس، سأل رجل عابر الطريق عن أسرع طريق للوصول إلى سان فرنسيسكو. أشار له أحدهم إلى طريق الساحل الذي يمر بمناظر خلابة. بينما كان يقود، شعر بالسعادة لاختياره هذا الطريق الممتع. وأخيرًا، وصل إلى وجهته بعد رحلة ممتعة ومريحة. , في يوم مشمس، واحد سأل ع الطريق السريع عشان يروح سان فرنسيسكو. حد قاله يمشي من عند الكورنيش اللي جنب البحر والمناظر هايلة. وهو سايق، حس بفرحة كبيرة عشان اختار الطريق ده الجميل. وفي الآخر، وصل للمكان اللي عايزه بعد ما استمتع بالسفرية. ,Egyptian
" في إحدى الفنادق العريقة، سأل النزيل الموظف بأدب ""هل أستطيع الحصول على مفتاح الحجرة رقم اثنان خمس عشرة؟"" بابتسامة، أعطاه الموظف المفتاح وأخبره عن خدمة الغرف المتميزة. شعر النزيل بالراحة والأمان بعد دخوله الغرفة الواسعة والمريحة. وفي الصباح، شكر النزيل الموظفين على حسن ضيافتهم ووعد بالعودة مرة أخرى. "," في واحد من الفنادق القديمة، الزبون سأل الريسيبشن ""هل أقدر أخد مفتاح الأوضة رقم اتنين خمسطاشر؟"" الراجل ابتسم واداله المفتاح وقاله على الروم سيرفيس الجميل بتاعهم. الزبون حس بالراحة والأمان لما دخل الأوضة الكبيرة والمريحة. والصبح، الزبون شكر الناس هناك على كرم الضيافة وقالهم إنه هيرجع تاني. ",Egyptian
" في يوم جميل ومشمس، ذهبت فاطمة إلى الحديقة للاستمتاع بالأجواء اللطيفة. وهناك، التقت برجل كان يمسك بكاميرا احترافية. فاطمة اقتربت منه وسألت بأدب ""معذرة، هل يمكنك أن تلتقط صوراً لي؟"" ابتسم الرجل ووافق، والتقط لها عدة صور رائعة جعلت يومها أكثر بهجة. "," في يوم حلو والجو مشمس، فاطمة راحت الجنينة عشان تستمتع بالجو. وهناك، شافت واحد كان شايل كاميرا حرفي. فاطمة قربت منه وقالت بذوق ""معلش، تقدر تصورني شوية صور؟"" الراجل ابتسم وقالها ماشي، وصورها كام صورة حلوة خلت يومها أحلى. ",Egyptian
 فقط أكتب رقم غرفة ووقع هنا. وبعد أن وقع الرجل، نظر إلى الموظف بتوتر. لم يكن يعلم أن توقيعه سينقله إلى عالم غريب. وجد نفسه في غرفة مليئة بالألغاز وعليه حلها ليعود. , اكتب بس رقم الأوضة واكتب اسمك هنا. وبعد ما الراجل وقع، بص للموظف بتوتر. ما كانش عارف إن لما يمضي هيتنقل لعالم غريب كده. لقى نفسه جوه أوضة مليانة فوازير ولازم يحلها علشان يرجع تاني. ,Egyptian
" في محل لبيع الملابس، اشترى أحمد قميصاً جديداً ولكنه اكتشف أن المقاس غير مناسب. عاد إلى المحل وقال للبائع: ""اللون مقبول، لكن المقاس غير صحيح. هل من الممكن أن تقوم بتغييرها في خلال ساعة؟"" استجاب البائع لطلبه ووعده بتبديل القميص بالمقاس الصحيح. شعر أحمد بالرضا لأن الخدمة كانت سريعة ومريحة. "," في محل هدوم، أحمد اشترى قميص جديد بس لقى المقاس مش مناسب. رجع تاني للمحل وقال للبيع: ""اللون كويس، بس المقاس مش صح. ممكن تغيرهولي في خلال ساعة؟"" البيع وافق ووعده إنه هيبدله القميص بالمقاس الصح. أحمد حس بالرضا لأن الخدمة كانت سريعة ومريحة. ",Egyptian
 سنكون في انتظارك في ذلك اليوم. وعندما تصل، ستجدنا قد جهزنا لك مفاجأة كبيرة. ستحتفل معنا بأروع الأوقات، وستكون الذكريات التي سنصنعها سوياً خالدة في الأذهان. , هنستناك يومها. وأول ما تيجي، هتلاقينا عاملينلك مفاجأة كبيرة. هتعيش معانا أحلى اللحظات، والذكريات اللي هنخلقها هتفضل معانا طول العمر. ,Egyptian
 لدينا ما يكفينا للاستمرار لمدة يومين. ومع ذلك، قررت المجموعة البحث عن مصادر غذاء إضافية. خلال رحلتهم، وجدوا شجرة فاكهة غنية. فشعروا بالامتنان وتأملوا في مستقبل أفضل. , عندنا اللي يكفينا نكمل يومين. لكن الشلة قررت تدور على أكل زيادة. وأنتم بتدوروا، لاقوا شجرة مليانة فاكهة. فحسوا بالامتنان واستنوا في الأحسن جاي. ,Egyptian
 لا أستطيع أن أفهم ذلك. ذهب علي إلى الطبيب ليسأله عن سبب حالته. فسر الطبيب المشكلة بطريقة مبسطة. عاد علي إلى البيت وقد امتلأ قلبه بالفهم والراحة. , مش قادر أفهم الحكاية دي. علي راح للدكتور عشان يسأله عن اللي بيحصله. الدكتور شرحله المشكلة بسهولة كدا. علي رجع البيت مرتاح وفاهم كل حاجة. ,Egyptian
" كان يحيى في رحلة بعيدة عن موطنه، وضل الطريق ذات مرة. تساءل ""كيف أستطيع أن أرجع مرة أخرى إلى وجهتي والمكان المقصود؟"" استعان بخريطة قديمة وجدها بحقيبته، واستطاع بعد جهد أن يجد طريق العودة. "," كان يحيى مسافر بعيد عن بلده، واتوه في مره. قال لنفسه ""ازاي أقدر أرجع تاني للمكان اللي رايحله؟"" استخدم خريطة قديمة لاقاها في شنطته، وبعد تعب شوية قدر يلاقي طريقة الرجوع. ",Egyptian
" كان تاجر يسأل محاسبه: ""هل هذا معفى من الضرائب؟"" فأجابه المحاسب بأن القانون يعفي بعض السلع. فقرر التاجر حينها التوسع في تجارة السلع المعفاة لزيادة أرباحه. ومع الوقت، أصبحت تجارته الأكثر نجاحًا في المدينة. "," كان فيه تاجر بيسأل حسابه: ""هو ده معفي من الضرايب؟"" ورد عليه الحسابي إن القانون بيعفي حاجات معينة. فقرر التاجر يبدأ يكبر في تجارة الحاجات اللي معفية عشان يزود مكسبه. وبعد فترة، بقت تجارته أنجح حاجة في البلد. ",Egyptian
 كان الفريقان متعادلين، والوقت يمضي. حسناً، إن عليهم أن يقوموا بلعب أدوار إضافية حتى يتم إنهاء حالة التعادل. بذل اللاعبون جهوداً مضاعفة، والجمهور يهتف بحماس. وأخيراً، سجل أحمد الهدف الحاسم مختتماً المباراة بفوز مثير. , الفريقين كانوا متساويين، والوقت بيجري. طبعاً، لازم يلعبوا وقت إضافي علشان يخلصوا التعادل. اللاعبين كدوا جامد، والجمهور كان بيشجع بحماسة. وفي الآخر، أحمد جاب الجول اللي حسم الماتش وخلص بفوز جامد. ,Egyptian
 كان هناك شاب يريد الامتداد أربع وعشرون ساعة. قضى وقته في البحث عن طرق لتحقيق ذلك. وجد في النهاية ساعة سحرية تمنحه ما يريد. أصبح يعيش يومه بسعادة، لكنه تعلم أن الوقت لا يزال ثمينًا. , كان في واد صغير عايز يطوّل اليوم لـ ٢٤ ساعة. ضاع وقته وهو بيدوّر على طريقة يعمل بيها كده. لقى في الآخر ساعة سحرية تقدر تديله اللي هو عايزه. بقى يعيش يومه بفرحة، بس اكتشف إن الوقت لسه غالي. ,Egyptian
" في يومٍ ما، طلب الأستاذ من تلاميذه أن يتهجوا كلمة ""مغامرة"". رفع يوسف يده وبدأ يتهجى الكلمة بثقة. وبعد انتهائه، صفق له الأستاذ معجباً بقدرته على التهجي. شعر يوسف بالفخر، وتشجع باقي التلاميذ على المشاركة بحماس. "," في يوم من الأيام، الأستاذ طلب من الطلبة يتهجوا كلمة ""مغامرة"". يوسف رفع إيده وبدأ يتهجاها بثقة. ولما خلص، الأستاذ صقفله وهو معجب بقدرته على التهجي. يوسف حس بفخر كبير، والطلبة التانيين تشجعوا وشاركوا بحماس. ",Egyptian
 ذهب أحمد إلى المتجر ليشتري بعض الحاجيات. عندما أنهى، قدم البائع له الفاتورة. تفضل هذان دولاران، قال أحمد، واحتفظ بالباقي. شكره البائع على كرمه وودعه بابتسامة. , راح أحمد للدكان عشان يجيب حاجات. لما خلص، البياع أداله الحساب. خد الاتنين دولار دول، قال أحمد، والباقي ليك. البياع شكره على طيبة قلبه وسابه وهو مبتسم. ,Egyptian
" كان خالد جائعًا للغاية فسأل أمه: ""متى الغداء؟"" فابتسمت وأجابت: ""بعد نصف ساعة يا ولدي."" فقرر خالد الانتظار في الحديقة وهو يقرأ كتابه المفضل. وعندما حان وقت الغداء، نادته أمه ليجد مائدة عامرة بأشهى الأطباق. "," كان خالد جعان أوي، فسأل أمه: ""الغدا هيبقى إمتى؟"" فضحكت وقالتله: ""هيكون جاهز بعد نص ساعة يا حبيبي."" خالد قعد في الجنينة يقرا في كتابه اللي بيحبه لحد ما جه وقت الغدا، ولما نادت عليه أمه لقى على السفرة أكل كتير وطعمه حلو. ",Egyptian
" كان هناك رجل أراد شراء سيارة جديدة، لكن عندما رأى الأسعار قال ""أسف، هذا كثير بالنسبة لي"". فقرر بدلاً من ذلك أن يقوم بتصليح سيارته القديمة. بعد الإصلاح، بدت السيارة كأنها جديدة. وأدرك أن القيمة لا تكمن فقط في الجديد، وإنما في ما يخدمنا بشكل جيد. "," كان فيه واحد عايز يشتري عربية جديدة، بس لما شاف الأسعار قال ""آسف، ده كتير عليا"". فقرر يصلح عربيته القديمة. بعد ما صلحها، العربية طلعت كأنها زيرو. وفهم إن القيمة مش بس في الجديد، اللي ينفعك هو الأهم. ",Egyptian
 بدأت رحلتي مبكراً لأصل إلى ميدان يونيون، ولكنني وجدت صعوبة في تحديد الاتجاه. سألت أحد المارة وقد أرشدني بلطف إلى الطريق الصحيح. وبعد مسيرة طويلة، وصلت إلى الميدان والسعادة تغمرني لأنني لم أتأخر. , بدأت مشواري بدري عشان أوصل لميدان يونيون، بس لقيت صعوبة في معرفة الطريق الصح. سألت واحد من الناس اللي ماشيين ودلني بذوق على الطريق اللي أروح منه. وبعد ما مشيت كتير، وصلت للميدان وأنا فرحان جداً عشان ما اتأخرتش. ,Egyptian
 في يومٍ مشمس، قرر أحمد أن يستأجر سيارة لاستكشاف المدينة. يمكن أن تستفسر من مكتب التأجير الموجود هناك. بعد التجول والاستمتاع بمعالم المدينة، وجد أحمد مطعماً تقليدياً لتناول العشاء. انتهى يومه بقصة رائعة ليحكيها لأصدقائه. , في يوم حلو والشمس طالعة، أحمد قرر يأجر عربية علشان يفسح في المدينة. يمكن تسأل في مكتب الأيجار اللي هناك. بعد ما دار واستمتع بالأماكن الحلوة، لقى أحمد مطعم أكلات شعبية يتعشى فيه. خلص اليوم بحكاية جميلة يحكيها لصحابه. ,Egyptian
 ذهب ماجد ولينا لجمع الأشياء المطلوبة. حملا الأكياس الثقيلة بصعوبة. وصلا إلى عمال النظافة وسلماهم الأغراض. شكرهم العمال على المساعدة وابتسموا. , ماجد ولينا راحوا يلموا الحاجات اللي طلبوها. شالوا الشنط التقيلة بالعافية. وصلوا لعمال النضافة وادوهم الأغراض. العمال قالولهم شكرًا وابتسموا لهم. ,Egyptian
 في أحد الأيام، قررت أن أذهب في إجازة إلى الجبال. وجدت نفسي أتنفس الهواء العليل وأستمتع بمنظر الطبيعة الخلاب. خلال تجوالي، صادفت قرويين ودودين دعوني لتناول الشاي. شعرت بالسعادة الغامرة وتمنيت لو أن الإجازة لا تنتهي. , في يوم من الأيام، قررت أروح أجازة في الجبل. لاقيت نفسي بتنفس هوا نقي وبستمتع بالمناظر الحلوة. وأنا ماشي، قابلت شوية فلاحين طيبين عزموني على شاي. حسيت بفرحة كبيرة ونفسي الأجازة ماتخلصش. ,Egyptian
 لا . أنا أخطط لزيارة باريس في طريق عودتي إلى وطني . قررت أن أستغل الفرصة لأرى برج إيفل وأتمشى على ضفاف نهر السين. سأبحث أيضاً عن أشهى المأكولات الفرنسية وأتذوق النكهات المحلية. في نهاية الرحلة، سأشتري الهدايا التذكارية لعائلتي وأصدقائي. , لا . أنا ناوي أروح باريس في سكة رجوعي لبلدي . هاخد الفرصة عشان أشوف برج إيفل وأتمشى جنب النيل. كمان هادور على أحلى الأكلات الفرنساوي وأجرب الطعم الأصلي. ولما الرحلة تخلص، هاجيب هدايا لأهلي وصحابي. ,Egyptian
 كان أحمد يفكر في إمكانية اصطحاب أخته معه في رحلته إلى القاهرة. هل ستأخذها معك أم سيكون علينا أن نرسلها؟ سألت والدته بقلق. قرر أحمد في النهاية أن يأخذها معه لتستمتع بالمغامرة. وهكذا، أصبحت الرحلة أكثر متعة بوجودها. , أحمد كان بيفكر ياخد أخته معاه في السفرة للقاهرة. هتاخدها معاك ولا هنبعتهالك؟ أمه سألته وهي قلقانة. في الآخر قرر ياخدها معاه علشان تتبسط بالمغامرة. وبكده، السفرة بقت أحلى وهي معاه. ,Egyptian
 حدث مؤخراً انتشار في خبراء الطعام، أليس كذلك؟ لاحظ محمود الزيادة في عدد البرامج التلفزيونية المخصصة للطبخ. قرر أن يصبح واحداً من هؤلاء الخبراء وبدأ في تعلم فنون الطهي. عمل بجد حتى أتقن بعض الوصفات العالمية. وأخيراً، استطاع أن يظهر في برنامج تلفزيوني مشهور يعرض مهاراته. , لاحظ محمود الزيادة في عدد البرامج اللي بتتكلم عن الأكل والطبخ. قرر يبقى واحد من الشيفات المشهورين وبدأ يتعلم الطبخ بجد. خد وقته واتقن كتير من الأكلات العالمية. وفي الآخر، قدر يظهر في برنامج تليفزيوني كبير وعرض مهاراته. ,Egyptian
 قد حدثت منذ حوالي ست ساعات من الآن حادثة غير متوقعة. كان هناك سارق يحاول اقتحام بيت في الحي القديم. لكن جار البيت كان يقظًا ولاحظ الحركة الغريبة. فاتصل بالشرطة على الفور، وتم القبض على السارق بسرعة. , حصلت حاجة غريبة من حوالي ست ساعات كده. في واحد حرامي كان بيحاول يخش يسرق بيت في الحتة القديمة. بس الجار كان صاحي وشاف الحركة العجيبة دي. فطلب البوليس على طول، وهما قبضوا على الحرامي بسرعة. ,Egyptian
 رحلة الخطوط الجوية دلتا رقم واحد واحد اثنان تم تأخير موعد الركوب. انتظر المسافرون في الصالة بترقب شديد. بدأت الأعصاب تتوتر مع مرور الوقت. أعلنت الشركة عن موعد جديد للإقلاع. في النهاية، تمكن الجميع من الصعود إلى الطائرة وبدأت الرحلة. , الرحلة بتاعت دلتا رقم واحد واحد اتنين اتأخرت عن معاد الركوب. الناس قعدوا مستنيين في الصالة وهما مستنفرين. الوقت عدى والناس بدأوا يتنرفزوا. الشركة قالت على معاد جديد للطيران. وفي الآخر، كلهم طلعوا على الطيارة والرحلة ابتدت. ,Egyptian
" في إحدى الليالي الباردة، طرقت امرأة باب الفندق وسألت البواب ""هل يمكنك أن تعطني اثنين لليلة؟"" فأجابها البواب بابتسامة ودودة ""بالطبع، يمكننا توفير غرفة مزدوجة لكما"". شكرته المرأة وأخبرته بأنها وزوجها يحتفلان بذكرى زواجهما العاشرة. في الصباح التالي، تركت المرأة ملاحظة شكر عند الاستقبال وغادرت الفندق مع زوجها وقد بدت عليهما علامات السعادة والرضا. "," في ليلة برد، واحدة ست طرقت على باب الفندق وقالت للبواب ""ممكن تديني اتنين لليلة؟"" البواب ضحك وقالها ""طبعاً، ينفع نجيبلكم أوضة لاتنين"". الست شكرته وقالتله إنها وجوزها بيحتفلوا بعيد جوازهم العاشر. الصبح اللي بعده، سابت الست ملاحظة شكر عند الريسبشن ومشيت هي وجوزها وكانوا مبسوطين أوي. ",Egyptian
 في يومٍ صيفي حار، اكتشف السيد خالد أن شركة التأمين الخاصة به قد تعرضت للسرقة. استشاط غضباً وقرر أن يبلغ الشرطة على الفور. بعد التحقيق، تبين أن الموظف الجديد كان وراء الحادثة. استعاد خالد الأموال المسروقة وشعر بالامتنان لسرعة استجابة الشرطة. , في يوم صيفي حر جداً، الأستاذ خالد لاقي إن شركة التأمين بتاعته اتسرقت. اتنرفز أوي وقرر يبلغ البوليس على طول. بعد ما البوليس دوروا، اكتشفوا إن اللي سرق الشركة هو العامل الجديد. خالد رجع فلوسه المسروقة وحس بالرضا لما البوليس ردوا بسرعة. ,Egyptian
 بما أنني غير ماهر باستخدام الكاميرا، فقد قررت شراء واحدة جديدة تتميز بالبساطة وسهولة الاستخدام. وبعد البحث والمقارنة، وجدت النوع المثالي الذي يلبي احتياجاتي. لقد كانت النتائج مذهلة، فقد تمكنت من التقاط صور رائعة دون عناء. وبفضل هذه الكاميرا، أصبحت التصوير هوايتي المفضلة وطورت مهاراتي بشكل كبير. , بما إني مش شاطر في استخدام الكاميرا، قررت أجيب واحدة جديدة سهلة في الاستعمال. بعد ما دورت وقارنت، لاقيت النوع اللي يناسبني. النتايج كانت حاجة كده من الآخر، قدرت أصور صور جامدة جداً من غير تعب. وبرضه بالكاميرا دي، بقى التصوير هواية أنا بحبها وبقيت أحسن فيها جداً. ,Egyptian
" وصل الشاب المسافر إلى المحطة متأخرًا، ولم يعرف إن كان قد اختار الرصيف الصحيح. سأل أحد المارة: ""هل هذا هو الرصيف الصحيح لنيويورك؟"" فأجابه الرجل مبتسمًا وأشار إلى القطار الذي كان يستعد للانطلاق. شعر الشاب بالارتياح وصعد القطار في اللحظة الأخيرة، متجهًا نحو مغامرته الجديدة في نيويورك. "," الواد اللي كان مسافر وصل المحطة متأخر، ومش عارف ده الرصيف الصح لنيويورك ولا لأ. سأل واحد من الناس: ""هو ده الرصيف الصح لنيويورك؟"" راجل ضحك وقاله إيوه وأشرله على القطر اللي هيتحرك حالًا. الواد ارتاح وركب القطر على آخر لحظة، ماشي يبدأ حياته الجديدة في نيويورك. ",Egyptian
