MSA,Lebanese,lang
" كان يحيى يبحث عن مكان لتناول وجبة خفيفة، فسأل أحدهم: ""هل يوجد مطعم للوجبات الخفيفة هنا؟"" فأجابه الرجل مشيرًا إلى مطعم صغير في نهاية الشارع. شعر يحيى بالامتنان وتوجه نحو المطعم، ووجد أن الطعام هناك كان لذيذًا ومغذيًا. "," يحيى كان عم يدوّر على محل ياكل فيه سناك سريع، سأل حدا: ""في مطعم سناكات هون؟"" الزلمة دلّو على مطعم صغير بآخر الشارع. يحيى حس بالامتنان وتوجه عالمطعم، واكتشف إنو الأكل هنيك زاكي ومفيد. ",Lebanese
 عذراً يا سيدي، أود استطلاع بعض الأماكن السياحية الموجودة في بوسطن. فقد جاء محمود من مصر لزيارتها. ولطالما حلم برؤية جامعة هارفارد والتجول في حديقة بوسطن العامة. سار معه صديقه يوسف الذي يعيش في بوسطن ليدله على أهم المعالم. , آسف يا سيدي، بدي إكتشف شوي من المناطق السياحية ببوسطن. محمود جاي من مصر ليزورها. كان دائمًا بيحلم يشوف جامعة هارفارد ويتمشى بحديقة بوسطن العامة. يوسف صاحبو اللي عايش ببوسطن راح معو يورجيه أهم الأماكن. ,Lebanese
 في أحد الأيام، قرر أحمد أن يتعلم اللغة اليابانية. بدأ بالبحث عن معاهد متخصصة ووجد واحدة قريبة من منزله. انضم إلى دورة مكثفة وكان يدرس بجد كل يوم. بعد عدة أشهر، أصبح قادرًا على التحدث باليابانية بطلاقة وأعد قائمة بها ليثبت تقدمه. , بيوم من الأيام، أحمد قرر يتعلم ياباني. بلش يدور ع معاهد متخصصة ولقى وحدة قريبة لعند بيته. اشترك بكورس مكثف وكان عم يدرس بجد كل يوم. بعد شي شهور، صار قادر يحكي ياباني منيح وعمل لائحة باللغة ليثبت تقدمه. ,Lebanese
 إنها الواحدة وخمس دقائق. استيقظ أحمد متأخرًا جدًا عن موعد عمله. ارتدى ملابسه بسرعة وخرج مسرعًا من المنزل. وصل إلى العمل وقد عبّر مديره عن استيائه. لكن أحمد قدّم عرضًا ممتازًا أبهر الجميع واستعاد ثقة مديره. , هيدا الواحدة وخمس دقايق. أحمد صحا متأخر كتير عن شغلو. لبس بسرعة وطلع مشي من البيت. وصل على الشغل ومديره معصب عليه. بس أحمد قدّم عرض قوي خلّى الكل مبهورين ورجع كسب ثقة مديره. ,Lebanese
" في يوم عاصف، وجد علي نفسه بحاجة إلى المساعدة لإصلاح سقف منزله الذي تضرر من الرياح الشديدة. جاء جاره محمد ليقدم له يد العون، وسوياً بدآ بالعمل على إعادة بناء ما تهدم. ومع انتهاء العمل، شعر علي بالامتنان الشديد فقال لمحمد: ""تقدم إلىّ المساعدة، شكراً لك."" رد محمد بابتسامة، مؤكداً أن الجيران لبعضهم في السراء والضراء. "," بنهار عاصف، علي لقى حالو محتاج مساعدة ليصلح سقف بيتو يلي تضرر من الرياح القوية. جارو محمد أجا ليقدملو يد العون، وسوا شرعوا بالشغل على تصليح اللي إنهدم. ولما خلصو الشغل، علي حس بامتنان كبير وقال لمحمد: ""تقدمتلي بالمساعدة، ممنونك كتير."" محمد ضحك وقلو إنو الجيران لازم يكونو لبعض بالأوقات الصعبة. ",Lebanese
 لطالما كان جميل يعاني من الألم الذي لا يطاق في ركبته. في يوم من الأيام، قرر أن يذهب إلى الطبيب ليجد حلاً. بعد الفحص، وصف له الطبيب مسكناً قوياً للألم. شعر جميل بالراحة بعد تناوله للدواء، واستعاد نشاطه مرة أخرى. , جميل كان دايمًا عم يتألم من ركبته كتير. بيوم، قرر يروح عالطبيب ليلاقي حل لوجعو. بعد الفحص، الطبيب كتبلو وصفة لدوا قوي للألم. جميل حس بارتياح بعد ما أخد الدوا، ورجع يعيش حياتو نورمال. ,Lebanese
 كانت منى الممثلة المفضلة لدى أحمد. كل مساء، يجلس أحمد لمشاهدة أفلامها ومسلسلاتها. شعر بإعجاب شديد لموهبتها وأسلوبها الفريد. حلم أحمد ذات يوم بأن يلتقي بها ويعبر عن إعجابه. , منى كانت الممثلة المفضلة عند أحمد. كل مسا، كان يقعد يتفرج على أفلامها ومسلسلاتها. كان مبهور بموهبتها وستايلها الخاص. أحمد دايماً كان يحلم إنو يقابلها ويحكيلها عن إعجابه. ,Lebanese
" في يوم من الأيام، قرر أحمد أن يشتري هدية لوالدته. ذهب إلى السوق وطلب من البائع ""أريد واحدة بيضاوية الشكل"". اختار له البائع قلادة جميلة تلمع تحت أشعة الشمس. عاد أحمد إلى المنزل وقدم الهدية لوالدته التي عبرت عن فرحتها بابتسامة عريضة. "," بيوم من الأيام، أحمد قرر يجيب هدية لأمو. راح عالسوق وطلب من البياع ""بدي وحدة بيضاوية الشكل"". البياع إختارلو قلادة حلوة كتير بتلمع تحت شمس. أحمد رجع عالبيت وعطا الهدية لأمو يلي فرحت كتير وضحكت من قلبها. ",Lebanese
 في أحد الأيام، سأل خالد صديقه عن نوع الموسيقى التي يعزفونها في الحفلة. فأجابه صديقه بأنها موسيقى الجاز. شعر خالد بالحماس لأنه يعشق موسيقى الجاز. فقررا الذهاب معاً ليستمتعا بأجواء الحفلة الموسيقية. , بيوم من الأيام، خالد سأل رفيقو شو نوع الموسيقى يلي عم يعزفوها بالحفلة. رفيقو جاوبو إنها موسيقى الجاز. خالد انبسط كتير لأنو بيحب موسيقى الجاز. قررو يروحو سوا ليتمتعوا بأجواء الحفلة. ,Lebanese
 لا أحب هذا اللون ، من فضلك أرني لوناً آخر. فذهب البائع وأحضر لوناً جديداً. نظرت إليه السيدة بتمعن وابتسمت برضا. وأخيراً، اختارت ثوبها المفضل باللون الجديد وغادرت المتجر سعيدة. , ما بحب هاللون، من فضلك جيب لي لون تاني. راح البياع جابلها لون جديد. السيدة طالعت فيه منيح وابتسمت مبسوطة. وأخيراً، انتقت فستانها يلي بتحبه باللون الجديد وطلعت من المحل فرحانة. ,Lebanese
" كان هناك رجل يعيش في مدينة صغيرة وكان يحب أن يذهب إلى السوق كل صباح. ذات يوم، قابل صديقًا قديمًا وقال له: ""من فضلك خذني إلى السوق الصباحية."" فوافق الصديق بسرور وأخذه في جولة بين الأكشاك. تجولا وتبادلا الأحاديث واشتريا بعض الحاجيات قبل أن يعودا إلى منازلهما سعيدين. "," كان في رجال عايش ببلد صغيرة وكل صبح بحب يروح ع السوق. بيوم, شاف صاحب قديم وقال له: ""تكرم خدني ع السوق الصباحية."" صاحبه رحب فيه واخده يتمشى بين الدكاكين. تمشوا وحكوا سوا وشتروا شوية أغراض قبل ما يروحوا على بيوتن مبسوطين. ",Lebanese
 الإطار الخاص بنظارتي قد كسر. ذهبت إلى المحل لإصلاحه ولكن كان مغلقًا. اضطررت أن أنتظر حتى اليوم التالي. وعندما أصلحوها، شعرت بالراحة لأني استطعت أن أرى بوضوح مجددًا. , الإطار تبع نضارتي انكسر. رحت عالمحل عشان صلحها بس كان مسكر. اضطريت إنّي استنّى لليوم التاني. ولما صلحوها، حسيت براحة كبيرة لأنو قدرت شوف منيح مرة تانية. ,Lebanese
 في يوم حار من أيام الصيف، بدأت الساعة تقترب من الثالثة بعد الظهر. كان الأطفال يلعبون في الحديقة، والشمس تلقي بظلالها الطويلة على الأرض. عندما دقت الساعة الثالثة، اجتمع الجميع ليحتفلوا بعيد ميلاد سارة. الضحكات ملأت المكان، والبالونات الزاهية تتطاير مع نسيم العصر اللطيف. , بيوم حار من أيام الصيف، الساعة كانت عم تقترب من تلاتة البعد الظهر. الأولاد كانو عم يلعبو بالحديقة، والشمس كانت عم ترمي ظلالها الطويلة عالأرض. لما صارت الساعة تلاتة، الكل اجتمعوا ليحتفلوا بعيد ميلاد سارة. الضحك عم يملي المكان، والبلالين الملونة عم تطير مع نسمة العصر الحلوة. ,Lebanese
 عظيم. لدي مقعد بجوار النافذة. آه، إذا كنت ترغبين في تبادل المقاعد بعد ذلك، يا آنسة. أبدت الآنسة اهتمامًا ووافقت على تبادل المقاعد مع الرجل. خلال الرحلة، نظرت من النافذة وأعجبت بالمناظر الخلابة. عند الوصول، شكرت الرجل على لطفه وتمنت له رحلة سعيدة. , منيح. عندي مقعد حد الشباك. آه، إذا بدك تبدلي المقاعد لاحقًا، يا آنسة. الآنسة أبدت اهتمام ووافقت تبدل المقاعد مع الشاب. طول الرحلة، كانت عم تطل من الشباك وتنبسط بالمناظر الحلوة. لما وصلت، شكرتو على زوقو وتمنتلو رحلة ممتعة. ,Lebanese
 لقد استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك بالأمس. وقد بدأت اليوم بزيارة تمثال الحرية، والتقطت العديد من الصور التذكارية. ثم توجهت إلى جسر بروكلين حيث شاهدت منظر الغروب الخلاب. اختتمت جولتي بعشاء شهي في أحد المطاعم المطلة على نهر هدسون. , أنا استمتعت بجولة الاستطلاع للأماكن السياحية بنيويورك إمبارح. بلشت يومي بزيارة تمثال الحرية وإلتقطت كتير صور تذكارية. بعدين توجهت على جسر بروكلين وشفت منظر الغروب الحلو كتير. وختمت جولتي بعشا طيب بواحد من المطاعم يلي على نهر هدسون. ,Lebanese
 لاحظت عيون أحمد الحقيبة الزرقاء المعروضة في الواجهة وأعجبته كثيراً. قرر أن يدخر المال لشرائها. بعد شهر من العمل الجاد، تمكن من جمع المبلغ اللازم. فرح أحمد بشراء الحقيبة واستخدمها في رحلاته العديدة. , شاف أحمد الشنطة الزرقا بالفترينة وحبها كتير. قرر يوفر مصاري ليشتريها. بعد شهر من الشغل الشاق، جمع المصاري يلي بدو ياها. أحمد فرح بالشنطة الجديدة وصار ياخدها معو ع كل طلعاتو. ,Lebanese
 اتصل أحمد بصاحب المبنى عندما انقطعت الكهرباء فجأة. فوجئ بسرعة استجابته وإصلاح العطل في وقت قياسي. شعر بالامتنان لحسن تصرف صاحب المبنى. ومنذ ذلك الحين، أصبحا صديقين يعتمدان على بعضهما في الشدائد. , حكى أحمد مع صاحب البناية لما انقطعت الكهربا فجأة. تعجب من قد إيه كانت استجابتو سريعة وصلح العطل بوقت قياسي. حس بالامتنان لردة فعل صاحب البناية الحسنة. ومن بعد هيك، صاروا صحاب متكيين على بعض بالأوقات الصعبة. ,Lebanese
" كان لدى أحمد شعر طويل وفوضوي، فذهب إلى الحلاق ليحصل على قصة جديدة. قال للحلاق: ""اغسله بالشامبو وقم بتصفيفه كما هو الآن، من فضلك."" بعد الغسيل والتصفيف، أصبح شعر أحمد يلمع ويبدو رائعًا. خرج من الصالون وهو يشعر بالثقة والسعادة بمظهره الجديد. "," أحمد كان شعرو طويل ومش مرتب، فراح عالحلاق ليعمل قصة جديدة. قال للحلاق: ""اغسلو بالشامبو ورتبو متل ما هو هلق، من فضلك."" بعد ما غسلو ورتبو، صار شعر أحمد يلمع وصار شكلو حلو كتير. طلع من الصالون وهوي حاسس بثقة ومبسوط بإطلالتو الجديدة. ",Lebanese
 عندما تصل هناك أسأل شخص آخر ، من فضلك. ولما وصل، وجد الساحة مليئة بالناس. تردد في البداية لكنه تذكر النصيحة. سأل رجلا عجوزا ودودا، فأرشده بابتسامة إلى المكان الذي يبحث عنه. , لما توصل هنيك إسأل حدا تاني، من فضلك. ولما وصل، لقى الساحة مليانة ناس. تردد شوي بالأول بس تذكر النصيحة. سأل شي رجال كبير بالسن حنون، يلي دلو بابتسامة على المحل يلي كان عم يدور عليه. ,Lebanese
 في يوم مشمس، سأل رجل عابر الطريق عن أسرع طريق للوصول إلى سان فرنسيسكو. أشار له أحدهم إلى طريق الساحل الذي يمر بمناظر خلابة. بينما كان يقود، شعر بالسعادة لاختياره هذا الطريق الممتع. وأخيرًا، وصل إلى وجهته بعد رحلة ممتعة ومريحة. , بيوم مشمس، واحد سأل عن أسرع طريق ليروح ع سان فرنسيسكو. حدا دلو ع طريق الشاطئ يللي بيمرق بمناظر حلوة كتير. وهوي عم يسوق، حس بفرح كبير لأنو اختار هيدا الطريق الممتع. وأخيرًا، وصل عالمكان يللي بدو ياه بعد ما استمتع بالرحلة. ,Lebanese
" في إحدى الفنادق العريقة، سأل النزيل الموظف بأدب ""هل أستطيع الحصول على مفتاح الحجرة رقم اثنان خمس عشرة؟"" بابتسامة، أعطاه الموظف المفتاح وأخبره عن خدمة الغرف المتميزة. شعر النزيل بالراحة والأمان بعد دخوله الغرفة الواسعة والمريحة. وفي الصباح، شكر النزيل الموظفين على حسن ضيافتهم ووعد بالعودة مرة أخرى. "," بواحد من الفنادق العتيقة، الزبون سأل الموظف بأدب ""بقدر جيب مفتاح الغرفة رقم اتنين خمستاشر؟"" بإبتسامة، العامل عطاه المفتاح وحكالو عن الخدمة المميزة تبعت الغرف. الزبون حس بالراحة والأمان يوم دخل على الغرفة الكبيرة والمرتاحة. وبالصبح، شكر الزبون العمال على كرم الضيافة ووعد إنو رح يرجع مرة تانية. ",Lebanese
" في يوم جميل ومشمس، ذهبت فاطمة إلى الحديقة للاستمتاع بالأجواء اللطيفة. وهناك، التقت برجل كان يمسك بكاميرا احترافية. فاطمة اقتربت منه وسألت بأدب ""معذرة، هل يمكنك أن تلتقط صوراً لي؟"" ابتسم الرجل ووافق، والتقط لها عدة صور رائعة جعلت يومها أكثر بهجة. "," بيوم حلو ومشمس، فاطمة راحت عالحديقة لتتهنى بالجو الحلو. هنيك، شافت رجل عم يمسك بكاميرا احترافية. فاطمة قربت منو وسألت بأدب ""معلش، فيك تاخدلي شوية صور؟"" الرجل ابتسم ووافق، وصورلها كم صورة حلوة خلت يومها أحلى. ",Lebanese
 فقط أكتب رقم غرفة ووقع هنا. وبعد أن وقع الرجل، نظر إلى الموظف بتوتر. لم يكن يعلم أن توقيعه سينقله إلى عالم غريب. وجد نفسه في غرفة مليئة بالألغاز وعليه حلها ليعود. , بس اكتب رقم الغرفة واوقع هنا. وبعد ما وقع الرجل، عيّن عالموظف متوتر. ما كان يعرف إنه التوقيع رح ينقله لعالم غريب. لقي حالو بغرفة مليانة ألغاز ولازم يحلها ليرجع. ,Lebanese
" في محل لبيع الملابس، اشترى أحمد قميصاً جديداً ولكنه اكتشف أن المقاس غير مناسب. عاد إلى المحل وقال للبائع: ""اللون مقبول، لكن المقاس غير صحيح. هل من الممكن أن تقوم بتغييرها في خلال ساعة؟"" استجاب البائع لطلبه ووعده بتبديل القميص بالمقاس الصحيح. شعر أحمد بالرضا لأن الخدمة كانت سريعة ومريحة. "," بمحل الألبسة، أحمد اشترى قميص جديد بس اكتشف إنو المقاس مو مناسب. رجع عالمحل وقلّ للبيّاع: ""اللون منيح، بس المقاس مو صحيح. فيك تبدلو خلال ساعة؟"" البيّاع وافق ووعدو إنو رح يبدل القميص بالمقاس الصحيح. أحمد حس براحة لأن الخدمة كانت سريعة ومريحة. ",Lebanese
 سنكون في انتظارك في ذلك اليوم. وعندما تصل، ستجدنا قد جهزنا لك مفاجأة كبيرة. ستحتفل معنا بأروع الأوقات، وستكون الذكريات التي سنصنعها سوياً خالدة في الأذهان. , رح نكون عم نستناك بذاك اليوم. ولما توصل، رح تلاقي إنو عملنالك مفاجأة كبيرة. رح تحتفل معنا بأحلى الأوقات، والذكريات يلي رح نخلقها رح تضل محفورة بالذاكرة. ,Lebanese
 لدينا ما يكفينا للاستمرار لمدة يومين. ومع ذلك، قررت المجموعة البحث عن مصادر غذاء إضافية. خلال رحلتهم، وجدوا شجرة فاكهة غنية. فشعروا بالامتنان وتأملوا في مستقبل أفضل. , عنا يلي بيكفينا نستمر ليومين. بس الجماعة قررت تدور على أكل زيادة. وهني عم يدورو، لقو شجرة فاكهة مليانة. فشعروا بالامتنان وتفاؤلوا لمستقبل أحسن. ,Lebanese
 لا أستطيع أن أفهم ذلك. ذهب علي إلى الطبيب ليسأله عن سبب حالته. فسر الطبيب المشكلة بطريقة مبسطة. عاد علي إلى البيت وقد امتلأ قلبه بالفهم والراحة. , ما عم بقدر فهم هالشي. علي راح عالدكتور يسألو شو السبب ورا اللي عم يصير معو. الدكتور شرحلو المشكلة بطريقة سهلة. علي رجع عالبيت مرتاح وفهمان كل شي. ,Lebanese
" كان يحيى في رحلة بعيدة عن موطنه، وضل الطريق ذات مرة. تساءل ""كيف أستطيع أن أرجع مرة أخرى إلى وجهتي والمكان المقصود؟"" استعان بخريطة قديمة وجدها بحقيبته، واستطاع بعد جهد أن يجد طريق العودة. "," كان يحيى مسافر بعيد عن بلادو، وضيع الطريق مرة. سأل حالو ""كيف بقدر رجع تاني للمحل يللي رايحلو؟"" استعمل خريطة قديمة لقاها بشنتتو، وقدر بعد شوي من الجهد يلاقي طريق العودة. ",Lebanese
" كان تاجر يسأل محاسبه: ""هل هذا معفى من الضرائب؟"" فأجابه المحاسب بأن القانون يعفي بعض السلع. فقرر التاجر حينها التوسع في تجارة السلع المعفاة لزيادة أرباحه. ومع الوقت، أصبحت تجارته الأكثر نجاحًا في المدينة. "," كان في تاجر عم يسأل محاسبه: ""هيدا معفى من الضرائب؟"" جاوبه المحاسب إنو القانون بيعفي بعض السلع. فقرر التاجر يكبر بتجارة السلع يللي معفاة ليزيد أرباحو. ومع الوقت، صارت تجارتو أنجح شي بالمدينة. ",Lebanese
 كان الفريقان متعادلين، والوقت يمضي. حسناً، إن عليهم أن يقوموا بلعب أدوار إضافية حتى يتم إنهاء حالة التعادل. بذل اللاعبون جهوداً مضاعفة، والجمهور يهتف بحماس. وأخيراً، سجل أحمد الهدف الحاسم مختتماً المباراة بفوز مثير. , الفريقين كانوا متساويين، والوقت عم يمشي. أكيد، لازم يلعبوا أوقات إضافية ليخلصوا التعادل. اللاعبين تعبوا كتير، والجمهور كان عم يشجع بحماس. وآخر شي، أحمد سجل الهدف الحاسم وخلصت المباراة بفوز حلو. ,Lebanese
 كان هناك شاب يريد الامتداد أربع وعشرون ساعة. قضى وقته في البحث عن طرق لتحقيق ذلك. وجد في النهاية ساعة سحرية تمنحه ما يريد. أصبح يعيش يومه بسعادة، لكنه تعلم أن الوقت لا يزال ثمينًا. , كان في شاب بدو يطوّل النهار لـ ٢٤ ساعة. قضى وقتو عم بيدور على طريقة ليحقق هالشي. لقا بالآخر ساعة سحرية بتعطيه شو بدو. صار يعيش يومو بفرح، بس تعلم إن الوقت لازم يتقدر. ,Lebanese
" في يومٍ ما، طلب الأستاذ من تلاميذه أن يتهجوا كلمة ""مغامرة"". رفع يوسف يده وبدأ يتهجى الكلمة بثقة. وبعد انتهائه، صفق له الأستاذ معجباً بقدرته على التهجي. شعر يوسف بالفخر، وتشجع باقي التلاميذ على المشاركة بحماس. "," بيوم من الأيام، الأستاذ طلب من الطلاب يتهجوا كلمة ""مغامرة"". يوسف رفع إيدو وبلش يتهجاها بثقة. ولما خلص، الأستاذ صفقلو معجب بقدرتو على التهجي. يوسف حس بالفخر، والطلاب التانيين تشجعوا وشاركوا بحماس. ",Lebanese
 ذهب أحمد إلى المتجر ليشتري بعض الحاجيات. عندما أنهى، قدم البائع له الفاتورة. تفضل هذان دولاران، قال أحمد، واحتفظ بالباقي. شكره البائع على كرمه وودعه بابتسامة. , راح أحمد عالدكان يشتري شوية أغراض. لما خلص، البياع أعطاه الفاتورة. تفضل هيدا الدولارين، قال أحمد، وخلّي الباقي لإلك. البياع شكره على كرمه وودعو بضحكة. ,Lebanese
" كان خالد جائعًا للغاية فسأل أمه: ""متى الغداء؟"" فابتسمت وأجابت: ""بعد نصف ساعة يا ولدي."" فقرر خالد الانتظار في الحديقة وهو يقرأ كتابه المفضل. وعندما حان وقت الغداء، نادته أمه ليجد مائدة عامرة بأشهى الأطباق. "," كان خالد جوعان كتير، فسأل إمو: ""متى رح يصير الغدا؟"" ضحكت وقالتلو: ""بعد نص ساعة يا حبيبي."" خالد قرر يستنى بالجنينة وهو عم يقرأ كتابو يلي بيحبو. ولما إجا وقت الغدا، نادتو إمو وشاف الطاولة مليانة أكلات زاكية. ",Lebanese
" كان هناك رجل أراد شراء سيارة جديدة، لكن عندما رأى الأسعار قال ""أسف، هذا كثير بالنسبة لي"". فقرر بدلاً من ذلك أن يقوم بتصليح سيارته القديمة. بعد الإصلاح، بدت السيارة كأنها جديدة. وأدرك أن القيمة لا تكمن فقط في الجديد، وإنما في ما يخدمنا بشكل جيد. "," كان في رجل حابب يشتري سيارة جديدة، بس لما شاف الأسعار قال ""آسف، هيدا كتير عليي"". قرر يصلح سيارتو القديمة بدل ما يشتري. بعد ما صلحها، صارت السيارة تبين كأنها جديدة. واكتشف إنو القيمة مو بس بالجديد، بس بالشي يللي بيفيدنا منيح. ",Lebanese
 بدأت رحلتي مبكراً لأصل إلى ميدان يونيون، ولكنني وجدت صعوبة في تحديد الاتجاه. سألت أحد المارة وقد أرشدني بلطف إلى الطريق الصحيح. وبعد مسيرة طويلة، وصلت إلى الميدان والسعادة تغمرني لأنني لم أتأخر. , بلشت رحلتي بكير لحتى وصل لساحة يونيون، بس صار عندي حيرة بالطريق. سألت حدا من الناس يلي عم يمشوا وعطاني الدليل بكل أدب عالطريق الصح. وبعد ما مشيت كتير، وصلت عالساحة وأنا مبسوط كتير لأني ما تأخرت. ,Lebanese
 في يومٍ مشمس، قرر أحمد أن يستأجر سيارة لاستكشاف المدينة. يمكن أن تستفسر من مكتب التأجير الموجود هناك. بعد التجول والاستمتاع بمعالم المدينة، وجد أحمد مطعماً تقليدياً لتناول العشاء. انتهى يومه بقصة رائعة ليحكيها لأصدقائه. , بنهار مشمس، أحمد قرر يكري سيارة ليتمشى بالمدينة. فيك تسأل بمكتب الكري اللي هنيك. بعد ما تمشى واستمتع بالأماكن، لقى أحمد مطعم أكلات شعبية ليتعشى فيه. خلص النهار بقصة حلوة ليحكيها لأصحابه. ,Lebanese
 ذهب ماجد ولينا لجمع الأشياء المطلوبة. حملا الأكياس الثقيلة بصعوبة. وصلا إلى عمال النظافة وسلماهم الأغراض. شكرهم العمال على المساعدة وابتسموا. , ماجد ولينا راحو يجمعو الأشياء يلي طلبوها. شالو الأكياس الثقيلة بتعب. وصلوا عند عمال النظافة وسلموهم الأغراض. العمال شكروهم على المساعدة وضحكوا. ,Lebanese
 في أحد الأيام، قررت أن أذهب في إجازة إلى الجبال. وجدت نفسي أتنفس الهواء العليل وأستمتع بمنظر الطبيعة الخلاب. خلال تجوالي، صادفت قرويين ودودين دعوني لتناول الشاي. شعرت بالسعادة الغامرة وتمنيت لو أن الإجازة لا تنتهي. , في يوم من الأيام، قررت إني خود إجازة عالجبال. لقيت حالي عم بتنفس هوا نظيف وعم استمتع بمنظر الطبيعة الحلوة. وأنا عم تمشى، صادفت شوية أهل القرية الطيبين عزموني على شاي. حسيت بفرح كبير وتمنيت الإجازة ما تخلص. ,Lebanese
 لا . أنا أخطط لزيارة باريس في طريق عودتي إلى وطني . قررت أن أستغل الفرصة لأرى برج إيفل وأتمشى على ضفاف نهر السين. سأبحث أيضاً عن أشهى المأكولات الفرنسية وأتذوق النكهات المحلية. في نهاية الرحلة، سأشتري الهدايا التذكارية لعائلتي وأصدقائي. , لا . أنا عم فكر زور باريس بطريق رجعتي لبلدي . رح استغل هالفرصة لشوف برج إيفل واتمشى على ضفاف نهر السين. كمان رح دور عأطيب المأكولات الفرنسية وجرب النكهات المحلية. بآخر الرحلة، رح اشتري هدايا تذكارية لعيلتي وأصحابي. ,Lebanese
 كان أحمد يفكر في إمكانية اصطحاب أخته معه في رحلته إلى القاهرة. هل ستأخذها معك أم سيكون علينا أن نرسلها؟ سألت والدته بقلق. قرر أحمد في النهاية أن يأخذها معه لتستمتع بالمغامرة. وهكذا، أصبحت الرحلة أكثر متعة بوجودها. , أحمد كان عم يفكر إذا بدو ياخد أختو معو على بيروت. بدك تأخدا معك ولا لازم نبعتها؟ إمو سألتو وقلقانة. قرر أحمد بالآخر يأخدا معو لتستمتع بالمغامرة. وهيك، صارت الرحلة أحلى بوجودا. ,Lebanese
 حدث مؤخراً انتشار في خبراء الطعام، أليس كذلك؟ لاحظ محمود الزيادة في عدد البرامج التلفزيونية المخصصة للطبخ. قرر أن يصبح واحداً من هؤلاء الخبراء وبدأ في تعلم فنون الطهي. عمل بجد حتى أتقن بعض الوصفات العالمية. وأخيراً، استطاع أن يظهر في برنامج تلفزيوني مشهور يعرض مهاراته. , محمود لاحظ كيف صار في كتير برامج طبخ ع التلفزيون. قرر يصير واحد من المشاهير بعالم الطبخ وبلش يتعلم يطبخ بجدية. عمل جهد كبير ليتقن وصفات من مختلف أنحاء العالم. وأخيراً، قدر يظهر ع برنامج تلفزيون معروف ويعرض مواهبو. ,Lebanese
 قد حدثت منذ حوالي ست ساعات من الآن حادثة غير متوقعة. كان هناك سارق يحاول اقتحام بيت في الحي القديم. لكن جار البيت كان يقظًا ولاحظ الحركة الغريبة. فاتصل بالشرطة على الفور، وتم القبض على السارق بسرعة. , صارت قصة ما بتتوقعها من حوالي ست ساعات. في حرامي حاول يفوت يسرق بيت بالحي القديم. بس الجيران كانوا صاحيين وانتبهوا لحركاتو الغريبة. فاتصلوا عالشرطة على طول، والحرامي انقبض عليه بسرعة. ,Lebanese
 رحلة الخطوط الجوية دلتا رقم واحد واحد اثنان تم تأخير موعد الركوب. انتظر المسافرون في الصالة بترقب شديد. بدأت الأعصاب تتوتر مع مرور الوقت. أعلنت الشركة عن موعد جديد للإقلاع. في النهاية، تمكن الجميع من الصعود إلى الطائرة وبدأت الرحلة. , رحلة دلتا رقم واحد واحد اتنين تأخر وقت الصعود عليها. المسافرون قعدوا ينطروا بالصالة وقلقانين. مع الوقت يلي عم يمرق، بدأت الأعصاب تشد. الشركة أعلنت عن وقت جديد للإقلاع. بالآخر، الكل صعد عالطيارة وانطلقت الرحلة. ,Lebanese
" في إحدى الليالي الباردة، طرقت امرأة باب الفندق وسألت البواب ""هل يمكنك أن تعطني اثنين لليلة؟"" فأجابها البواب بابتسامة ودودة ""بالطبع، يمكننا توفير غرفة مزدوجة لكما"". شكرته المرأة وأخبرته بأنها وزوجها يحتفلان بذكرى زواجهما العاشرة. في الصباح التالي، تركت المرأة ملاحظة شكر عند الاستقبال وغادرت الفندق مع زوجها وقد بدت عليهما علامات السعادة والرضا. "," بليلة باردة، وحدة مرة خبطت على باب الفندق وقالت للبواب ""فيك تعطيني تنين لليلة؟"" البواب ضحك وقلها ""أكيد، فينا نوفرلكم غرفة لتنين"". المرة شكرتو وقالتلو إنها وجوزها عم يحتفلو بعيد زواجن العاشر. بالصبح التالي، تركت المرة ملاحظة شكر عند الاستقبال وطلعت مع جوزها وكانو مبسوطين ومرتاحين. ",Lebanese
 في يومٍ صيفي حار، اكتشف السيد خالد أن شركة التأمين الخاصة به قد تعرضت للسرقة. استشاط غضباً وقرر أن يبلغ الشرطة على الفور. بعد التحقيق، تبين أن الموظف الجديد كان وراء الحادثة. استعاد خالد الأموال المسروقة وشعر بالامتنان لسرعة استجابة الشرطة. , بيوم من أيام الصيف الحارة، الأستاذ خالد اكتشف إنو شركة التأمين تبعتو تعرضت للسرقة. زعل كتير وقرر يبلغ الشرطة عالسريع. بعد التحقيق، طلع الموظف الجديد اللي سرق الشركة. خالد رجع الأموال يلي انسرقت وحس بامتنان كبير لسرعة تجاوب الشرطة. ,Lebanese
 بما أنني غير ماهر باستخدام الكاميرا، فقد قررت شراء واحدة جديدة تتميز بالبساطة وسهولة الاستخدام. وبعد البحث والمقارنة، وجدت النوع المثالي الذي يلبي احتياجاتي. لقد كانت النتائج مذهلة، فقد تمكنت من التقاط صور رائعة دون عناء. وبفضل هذه الكاميرا، أصبحت التصوير هوايتي المفضلة وطورت مهاراتي بشكل كبير. , بما إنو ما كنت شاطر بإستعمال الكاميرا، قررت جيب وحدة جديدة يلي سهلة الإستعمال. بعد ما دورت وقارنت، لقيت النوع يلي بيلبّي احتياجاتي. النتائج كانو مدهشين، صرت قادر صوّر صور حلوة من دون تعب. ومع هالكاميرا، صار التصوير هوايتي المفضلة وتطوّرت مهاراتي كتير. ,Lebanese
