MSA,Saudi,lang
 عذراً يا سيدي، أود استطلاع بعض الأماكن السياحية الموجودة في بوسطن. فقد جاء محمود من مصر لزيارتها. ولطالما حلم برؤية جامعة هارفارد والتجول في حديقة بوسطن العامة. سار معه صديقه يوسف الذي يعيش في بوسطن ليدله على أهم المعالم. , عذراً يا سيدي، أبغى أشوف بعض الأماكن السياحية في بوسطن. محمود جا من مصر يزورها. كان يحلم دومًا يشوف جامعة هارفارد ويتمشى في حديقة بوسطن العامة. صديقه يوسف اللي يعيش في بوسطن أخذه يتجول ويشوف أهم الأماكن. ,Saudi
 في أحد الأيام، قرر أحمد أن يتعلم اللغة اليابانية. بدأ بالبحث عن معاهد متخصصة ووجد واحدة قريبة من منزله. انضم إلى دورة مكثفة وكان يدرس بجد كل يوم. بعد عدة أشهر، أصبح قادرًا على التحدث باليابانية بطلاقة وأعد قائمة بها ليثبت تقدمه. , في يوم من الأيام، قرر أحمد يتعلم الياباني. جاب له معاهد متخصصة وحصل وحدة قريبة من بيته. سجل في دورة مكثفة وكان يذاكر بجد كل يوم. بعد كم شهر، صار يقدر يتكلم ياباني زين وسوا قائمة باللغة عشان يثبت تطوره. ,Saudi
 إنها الواحدة وخمس دقائق. استيقظ أحمد متأخرًا جدًا عن موعد عمله. ارتدى ملابسه بسرعة وخرج مسرعًا من المنزل. وصل إلى العمل وقد عبّر مديره عن استيائه. لكن أحمد قدّم عرضًا ممتازًا أبهر الجميع واستعاد ثقة مديره. , هذي الواحدة وخمس دقايق. أحمد صحى متأخر مرة عن دوامه. لبس ثيابه بسرعة وطلع يجري من البيت. وصل الدوام والمدير معصب عليه. بس أحمد قدم عرض قوي أعجب الكل ورجع يكسب ثقة مديره. ,Saudi
" في يوم عاصف، وجد علي نفسه بحاجة إلى المساعدة لإصلاح سقف منزله الذي تضرر من الرياح الشديدة. جاء جاره محمد ليقدم له يد العون، وسوياً بدآ بالعمل على إعادة بناء ما تهدم. ومع انتهاء العمل، شعر علي بالامتنان الشديد فقال لمحمد: ""تقدم إلىّ المساعدة، شكراً لك."" رد محمد بابتسامة، مؤكداً أن الجيران لبعضهم في السراء والضراء. "," في يوم مغبر، علي وجد نفسه محتاج مساعدة عشان يصلح سطح بيته اللي تأذى من الرياح القوية. جاره محمد جا يعينه، ومع بعض شروا يشتغلون على إعادة بناء اللي انهدم. ويوم خلصوا العمل، علي حس بشكر كبير وقال لمحمد: ""تقدمت لي بالمساعدة، الله يعطيك العافية."" محمد ابتسم وأكد عليه أن الجيران لازم يكونون لبعض في العسر واليسر. ",Saudi
 لطالما كان جميل يعاني من الألم الذي لا يطاق في ركبته. في يوم من الأيام، قرر أن يذهب إلى الطبيب ليجد حلاً. بعد الفحص، وصف له الطبيب مسكناً قوياً للألم. شعر جميل بالراحة بعد تناوله للدواء، واستعاد نشاطه مرة أخرى. , كان جميل دائمًا يشكي من ألم شديد في ركبته. يوم من الأيام، قرر إنه يروح للدكتور عشان يلقى له حل. بعد الكشف، كتب له الدكتور دوا قوي يخفف الألم. وبعد ما جميل أخذ الدوا، حس براحة ورجع يمارس حياته بشكل طبيعي. ,Saudi
 كانت منى الممثلة المفضلة لدى أحمد. كل مساء، يجلس أحمد لمشاهدة أفلامها ومسلسلاتها. شعر بإعجاب شديد لموهبتها وأسلوبها الفريد. حلم أحمد ذات يوم بأن يلتقي بها ويعبر عن إعجابه. , منى كانت هي الممثلة المفضلة عند أحمد. كل مساء، كان يجلس يشوف أفلامها ومسلسلاتها. كان معجب بموهبتها وأسلوبها. أحمد كان دائمًا يحلم إنه يوم يقابلها ويعبر عن إعجابه. ,Saudi
" في يوم من الأيام، قرر أحمد أن يشتري هدية لوالدته. ذهب إلى السوق وطلب من البائع ""أريد واحدة بيضاوية الشكل"". اختار له البائع قلادة جميلة تلمع تحت أشعة الشمس. عاد أحمد إلى المنزل وقدم الهدية لوالدته التي عبرت عن فرحتها بابتسامة عريضة. "," في يوم، أحمد قرر يجيب هدية لأمه. راح للسوق وقال للبائع ""أبغى وحدة بيضاوية الشكل"". البائع اختار له قلادة حلوة تبرق تحت الشمس. أحمد رجع للبيت وأعطى الهدية لأمه اللي فرحت وابتسمت ابتسامة كبيرة. ",Saudi
 في أحد الأيام، سأل خالد صديقه عن نوع الموسيقى التي يعزفونها في الحفلة. فأجابه صديقه بأنها موسيقى الجاز. شعر خالد بالحماس لأنه يعشق موسيقى الجاز. فقررا الذهاب معاً ليستمتعا بأجواء الحفلة الموسيقية. , في يوم من الأيام، خالد سأل رفيجه وش نوع الموسيقى اللي يعزفونها في الحفلة. رفيجه قاله إنها موسيقى الجاز. خالد انبسط لأنه يموت في موسيقى الجاز. قرروا يروحون سوا علشان يستانسون بأجواء الحفلة. ,Saudi
 لا أحب هذا اللون ، من فضلك أرني لوناً آخر. فذهب البائع وأحضر لوناً جديداً. نظرت إليه السيدة بتمعن وابتسمت برضا. وأخيراً، اختارت ثوبها المفضل باللون الجديد وغادرت المتجر سعيدة. , ما أحب هذا اللون، تكفى ورني لون ثاني. راح البايع جاب لون جديد. الحرمة شافته زين وابتسمت مستانسة. وأخيراً، اختارت فستانها المفضل باللون الجديد وطلعت من المحل مبسوطة. ,Saudi
" كان هناك رجل يعيش في مدينة صغيرة وكان يحب أن يذهب إلى السوق كل صباح. ذات يوم، قابل صديقًا قديمًا وقال له: ""من فضلك خذني إلى السوق الصباحية."" فوافق الصديق بسرور وأخذه في جولة بين الأكشاك. تجولا وتبادلا الأحاديث واشتريا بعض الحاجيات قبل أن يعودا إلى منازلهما سعيدين. "," كان فيه رجال يعيش في مدينة صغيرة وكان دايم يحب يروح السوق كل صباح. في يوم من الأيام، شاف صديقه القديم وقال له: ""تكفى خذني للسوق الصباحي."" الصديق وافق على طول واصطحبه يتمشون بين المحلات. تمشوا وتسامروا واشتروا بعض الأشياء قبل ما يرجعون لبيوتهم مستانسين. ",Saudi
 الإطار الخاص بنظارتي قد كسر. ذهبت إلى المحل لإصلاحه ولكن كان مغلقًا. اضطررت أن أنتظر حتى اليوم التالي. وعندما أصلحوها، شعرت بالراحة لأني استطعت أن أرى بوضوح مجددًا. , إطار نظارتي انكسر. رحت للمحل عشان اصلحه بس كان مقفل. اضطريت أنتظر لليوم الثاني. ولما صلحوها، حسيت براحة لأني قدرت أشوف زين مرة ثانية. ,Saudi
 في يوم حار من أيام الصيف، بدأت الساعة تقترب من الثالثة بعد الظهر. كان الأطفال يلعبون في الحديقة، والشمس تلقي بظلالها الطويلة على الأرض. عندما دقت الساعة الثالثة، اجتمع الجميع ليحتفلوا بعيد ميلاد سارة. الضحكات ملأت المكان، والبالونات الزاهية تتطاير مع نسيم العصر اللطيف. , في يوم حار من أيام الصيف، الساعة كانت تقرب على الثالثة العصر. الأطفال كانوا يلعبون في الحديقة، والشمس ترمي ظلالها الطويلة على الأرض. يوم دقت الساعة الثالثة، الجميع اجتمعوا عشان يحتفلوا بعيد ميلاد سارة. الضحك ملأ المكان، والبالونات الملونة تطير مع نسيم العصر الحلو. ,Saudi
 عظيم. لدي مقعد بجوار النافذة. آه، إذا كنت ترغبين في تبادل المقاعد بعد ذلك، يا آنسة. أبدت الآنسة اهتمامًا ووافقت على تبادل المقاعد مع الرجل. خلال الرحلة، نظرت من النافذة وأعجبت بالمناظر الخلابة. عند الوصول، شكرت الرجل على لطفه وتمنت له رحلة سعيدة. , زين. عندي مقعد يم الدريشة. هاه، إذا حبيتي نبدل المقاعد بعدين، يا آنسة. الآنسة أظهرت رغبة ووافقت تبدل مقعدها مع الرجال. طول الرحلة، كانت تناظر من الدريشة ومبهورة بالمناظر الجميلة. يوم وصلت، شكرت الرجال على كرمه وتمنت له رحلة سعيدة. ,Saudi
 لقد استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك بالأمس. وقد بدأت اليوم بزيارة تمثال الحرية، والتقطت العديد من الصور التذكارية. ثم توجهت إلى جسر بروكلين حيث شاهدت منظر الغروب الخلاب. اختتمت جولتي بعشاء شهي في أحد المطاعم المطلة على نهر هدسون. , استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك أمس. بديت يومي بزيارة تمثال الحرية وصورت كثير صور تذكارية. بعدين رحت لجسر بروكلين وشفت منظر الغروب المبهر. ختمت جولتي بعشاء لذيذ في واحد من المطاعم على نهر هدسون. ,Saudi
 لاحظت عيون أحمد الحقيبة الزرقاء المعروضة في الواجهة وأعجبته كثيراً. قرر أن يدخر المال لشرائها. بعد شهر من العمل الجاد، تمكن من جمع المبلغ اللازم. فرح أحمد بشراء الحقيبة واستخدمها في رحلاته العديدة. , شاف أحمد الشنطة الزرقاء في العرض وعجبته مرة. قرر يجمع فلوس عشان يشتريها. بعد شهر من الشغل الجاد، جمع المبلغ اللي يحتاجه. فرح بالشنطة لما اشتراها وصار يستخدمها في كل رحلاته. ,Saudi
 اتصل أحمد بصاحب المبنى عندما انقطعت الكهرباء فجأة. فوجئ بسرعة استجابته وإصلاح العطل في وقت قياسي. شعر بالامتنان لحسن تصرف صاحب المبنى. ومنذ ذلك الحين، أصبحا صديقين يعتمدان على بعضهما في الشدائد. , اتصل أحمد بصاحب العمارة يوم انقطعت الكهرباء بغتة. استغرب كيف استجاب بسرعة وصلح الخلل في وقت قصير. شعر بالشكر لتصرف صاحب العمارة الطيب. ومن ذاك اليوم، صاروا ربع يتساندون في الأزمات. ,Saudi
" كان لدى أحمد شعر طويل وفوضوي، فذهب إلى الحلاق ليحصل على قصة جديدة. قال للحلاق: ""اغسله بالشامبو وقم بتصفيفه كما هو الآن، من فضلك."" بعد الغسيل والتصفيف، أصبح شعر أحمد يلمع ويبدو رائعًا. خرج من الصالون وهو يشعر بالثقة والسعادة بمظهره الجديد. "," أحمد كان شعره طويل وماهو مرتب، راح للحلاق عشان يسوي له قصة جديدة. قال للحلاق: ""اغسله بالشامبو ورتبه مثل ما هو الحين، لو سمحت."" بعد ما غسله ورتبه، صار شعر أحمد يبرق ويطالع مرة حلو. طلع من الكوافير وهو مستانس وواثق من شكله الجديد. ",Saudi
 عندما تصل هناك أسأل شخص آخر ، من فضلك. ولما وصل، وجد الساحة مليئة بالناس. تردد في البداية لكنه تذكر النصيحة. سأل رجلا عجوزا ودودا، فأرشده بابتسامة إلى المكان الذي يبحث عنه. , لما توصل هناك إسأل شخص ثاني، تكفى. ويوم وصل، لقى الساحة مليانة بالناس. تردد شوي في البداية لكن تذكر النصيحة. سأل رجال كبير في السن طيب، اللي دله بابتسامة على المكان اللي يدور عليه. ,Saudi
 في يوم مشمس، سأل رجل عابر الطريق عن أسرع طريق للوصول إلى سان فرنسيسكو. أشار له أحدهم إلى طريق الساحل الذي يمر بمناظر خلابة. بينما كان يقود، شعر بالسعادة لاختياره هذا الطريق الممتع. وأخيرًا، وصل إلى وجهته بعد رحلة ممتعة ومريحة. , في يوم مشمس، واحد سأل عن أسرع طريق يوصل به لسان فرنسيسكو. شخص دله على طريق الكورنيش اللي يمر بمناظر جميلة. وهو يسوق، حس بسعادة كبيرة لأنه اختار هذا الطريق الزين. وأخيرًا، وصل للمكان اللي يبغاه بعد رحلة ممتعة ومريحة. ,Saudi
" في إحدى الفنادق العريقة، سأل النزيل الموظف بأدب ""هل أستطيع الحصول على مفتاح الحجرة رقم اثنان خمس عشرة؟"" بابتسامة، أعطاه الموظف المفتاح وأخبره عن خدمة الغرف المتميزة. شعر النزيل بالراحة والأمان بعد دخوله الغرفة الواسعة والمريحة. وفي الصباح، شكر النزيل الموظفين على حسن ضيافتهم ووعد بالعودة مرة أخرى. "," في واحد من الفنادق القديمة، الضيف سأل الموظف بأدب ""أقدر أحصل على مفتاح الغرفة رقم اثنين خمسة عشر؟"" بابتسامة، العامل عطاه المفتاح وقاله عن الخدمة الممتازة حقت الغرف. الضيف حس بالراحة والأمان لما دخل الغرفة الكبيرة والمريحة. والصبح، شكر الضيف الموظفين على طيب الضيافة ووعد يرجع مرة ثانية. ",Saudi
" في يوم جميل ومشمس، ذهبت فاطمة إلى الحديقة للاستمتاع بالأجواء اللطيفة. وهناك، التقت برجل كان يمسك بكاميرا احترافية. فاطمة اقتربت منه وسألت بأدب ""معذرة، هل يمكنك أن تلتقط صوراً لي؟"" ابتسم الرجل ووافق، والتقط لها عدة صور رائعة جعلت يومها أكثر بهجة. "," في يوم زين ومشمس، فاطمة راحت للحديقة عشان تستانس بالجو. هناك، شافت رجل يمسك كاميرا احترافية. فاطمة جاته وقالت بأدب ""عفواً، ممكن تصورني شوي صور؟"" الرجال ابتسم ووافق، وصور لها كم صورة ممتازة خلت يومها أجمل. ",Saudi
 فقط أكتب رقم غرفة ووقع هنا. وبعد أن وقع الرجل، نظر إلى الموظف بتوتر. لم يكن يعلم أن توقيعه سينقله إلى عالم غريب. وجد نفسه في غرفة مليئة بالألغاز وعليه حلها ليعود. , بس اكتب رقم الغرفة ووقع هنا. ولما وقع الرجال، ناظر الموظف بقلق. ما كان عارف إن توقيعه بينقله لعالم غريب. لقى نفسه في غرفة مليانة ألغاز ولازم يحلها عشان يرجع. ,Saudi
" في محل لبيع الملابس، اشترى أحمد قميصاً جديداً ولكنه اكتشف أن المقاس غير مناسب. عاد إلى المحل وقال للبائع: ""اللون مقبول، لكن المقاس غير صحيح. هل من الممكن أن تقوم بتغييرها في خلال ساعة؟"" استجاب البائع لطلبه ووعده بتبديل القميص بالمقاس الصحيح. شعر أحمد بالرضا لأن الخدمة كانت سريعة ومريحة. "," في محل ملابس، أحمد اشترى قميص جديد لكن اكتشف إن المقاس مو مناسب. رجع للمحل وقال للبايع: ""اللون زين، بس المقاس مو صحيح. تقدر تغيره في خلال ساعة؟"" البايع وافق ووعده يبدل القميص بالمقاس الصحيح. أحمد ارتاح لأن الخدمة كانت سريعة وميسرة. ",Saudi
 سنكون في انتظارك في ذلك اليوم. وعندما تصل، ستجدنا قد جهزنا لك مفاجأة كبيرة. ستحتفل معنا بأروع الأوقات، وستكون الذكريات التي سنصنعها سوياً خالدة في الأذهان. , بنكون في انتظارك في ذاك اليوم. ولما تجي، بتلقى إننا حضرنا لك مفاجأة كبيرة. بتعيش معنا أحلى الأوقات، والذكريات اللي بنصنعها بتكون خالدة بالأذهان. ,Saudi
 لدينا ما يكفينا للاستمرار لمدة يومين. ومع ذلك، قررت المجموعة البحث عن مصادر غذاء إضافية. خلال رحلتهم، وجدوا شجرة فاكهة غنية. فشعروا بالامتنان وتأملوا في مستقبل أفضل. , عندنا اللي يكفينا نستمر يومين. لكن القروب قرر يدور على زيادة في الأكل. وأثناء بحثهم، لقوا شجرة فواكه كثيرة. فشعروا بالشكر وتطلعوا لمستقبل أفضل. ,Saudi
 لا أستطيع أن أفهم ذلك. ذهب علي إلى الطبيب ليسأله عن سبب حالته. فسر الطبيب المشكلة بطريقة مبسطة. عاد علي إلى البيت وقد امتلأ قلبه بالفهم والراحة. , ما أقدر أفهم هذا الشيء. علي راح للدكتور يسأله عن حالته إيش السبب. الدكتور شرح له المشكلة بطريقة يسيرة. علي رجع لبيته مرتاح البال وفاهم كل شيء. ,Saudi
" كان يحيى في رحلة بعيدة عن موطنه، وضل الطريق ذات مرة. تساءل ""كيف أستطيع أن أرجع مرة أخرى إلى وجهتي والمكان المقصود؟"" استعان بخريطة قديمة وجدها بحقيبته، واستطاع بعد جهد أن يجد طريق العودة. "," كان يحيى مسافر بعيد عن ديرته، وضيع الطريق مرة. قال لنفسه ""كيف أقدر أرجع مره ثانية للمكان اللي أبغى أروح له؟"" استخدم خريطة قديمة لقاها في شنطته، وبعد مجهود استطاع يلقى طريق الرجعة. ",Saudi
" كان تاجر يسأل محاسبه: ""هل هذا معفى من الضرائب؟"" فأجابه المحاسب بأن القانون يعفي بعض السلع. فقرر التاجر حينها التوسع في تجارة السلع المعفاة لزيادة أرباحه. ومع الوقت، أصبحت تجارته الأكثر نجاحًا في المدينة. "," كان فيه تاجر يسأل محاسبه: ""هذا معفى من الضرائب؟"" رد عليه المحاسب إن النظام يعفي بعض المنتجات. فقرر التاجر يتوسع في تجارة البضائع اللي معفاة علشان يزيد أرباحه. ومع الوقت، صارت تجارته أكثر نجاح في المدينة. ",Saudi
 كان الفريقان متعادلين، والوقت يمضي. حسناً، إن عليهم أن يقوموا بلعب أدوار إضافية حتى يتم إنهاء حالة التعادل. بذل اللاعبون جهوداً مضاعفة، والجمهور يهتف بحماس. وأخيراً، سجل أحمد الهدف الحاسم مختتماً المباراة بفوز مثير. , الفريقين كانوا متعادلين، والوقت يمشي. طبعاً، لازم يلعبون أوقات إضافية عشان ينهون التعادل. اللاعبين بذلوا جهود كبيرة، والجمهور كان يشجع بحماس. وأخيراً، أحمد سجل الهدف الفاصل وانتهت المباراة بفوز مشوق. ,Saudi
 كان هناك شاب يريد الامتداد أربع وعشرون ساعة. قضى وقته في البحث عن طرق لتحقيق ذلك. وجد في النهاية ساعة سحرية تمنحه ما يريد. أصبح يعيش يومه بسعادة، لكنه تعلم أن الوقت لا يزال ثمينًا. , كان فيه شاب يبغى يطوّل اليوم لـ ٢٤ ساعة. قضى وقته يدور على طريقة تخليه يسوي كذا. لقى في الآخر ساعة سحرية تعطيه اللي يبغى. صار يعيش يومه مبسوط، بس عرف إن الوقت ما زال غالي. ,Saudi
" في يومٍ ما، طلب الأستاذ من تلاميذه أن يتهجوا كلمة ""مغامرة"". رفع يوسف يده وبدأ يتهجى الكلمة بثقة. وبعد انتهائه، صفق له الأستاذ معجباً بقدرته على التهجي. شعر يوسف بالفخر، وتشجع باقي التلاميذ على المشاركة بحماس. "," في يوم من الأيام، الأستاذ طلب من الطلاب يتهجوا كلمة ""مغامرة"". يوسف رفع يده وبدأ يتهجى الكلمة بثقة. ولما انتهى، الأستاذ صفق له معجب بقدرته على التهجي. يوسف حس بالفخر، والطلاب الثانين تشجعوا وشاركوا بحماس. ",Saudi
 ذهب أحمد إلى المتجر ليشتري بعض الحاجيات. عندما أنهى، قدم البائع له الفاتورة. تفضل هذان دولاران، قال أحمد، واحتفظ بالباقي. شكره البائع على كرمه وودعه بابتسامة. , راح أحمد للمحل يشتري بعض الأغراض. يوم خلص، البايع عطاه الحساب. خذ هالدولارين، قال أحمد، والباقي احتفظ فيه. البايع شكره على سخاؤه وودعه بابتسامة. ,Saudi
" كان خالد جائعًا للغاية فسأل أمه: ""متى الغداء؟"" فابتسمت وأجابت: ""بعد نصف ساعة يا ولدي."" فقرر خالد الانتظار في الحديقة وهو يقرأ كتابه المفضل. وعندما حان وقت الغداء، نادته أمه ليجد مائدة عامرة بأشهى الأطباق. "," كان خالد يشعر بالجوع الشديد، فسأل أمه: ""متى يكون الغداء؟"" أمه ابتسمت وقالت: ""بعد نصف ساعة يا ولدي."" فقرر الجلوس في الحديقة يقرأ كتابه المفضل لين يحين وقت الغداء. ولما جا الوقت، نادته أمه وشاف السفرة فيها أكلات مرة لذيذة. ",Saudi
" كان هناك رجل أراد شراء سيارة جديدة، لكن عندما رأى الأسعار قال ""أسف، هذا كثير بالنسبة لي"". فقرر بدلاً من ذلك أن يقوم بتصليح سيارته القديمة. بعد الإصلاح، بدت السيارة كأنها جديدة. وأدرك أن القيمة لا تكمن فقط في الجديد، وإنما في ما يخدمنا بشكل جيد. "," كان فيه رجال يبغى يشتري سيارة جديدة، بس يوم شاف الأسعار قال ""آسف، هذا كثير عليّ"". قرر يصلح سيارته القديمة بدال ما يشتري جديدة. بعد التصليح، السيارة صارت تشوفها كأنها جديدة. وفهم إن القيمة مو بس في الجديد، ولكن في الشيء اللي يخدمنا صح. ",Saudi
 بدأت رحلتي مبكراً لأصل إلى ميدان يونيون، ولكنني وجدت صعوبة في تحديد الاتجاه. سألت أحد المارة وقد أرشدني بلطف إلى الطريق الصحيح. وبعد مسيرة طويلة، وصلت إلى الميدان والسعادة تغمرني لأنني لم أتأخر. , بديت رحلتي بدري عشان أوصل لساحة يونيون، بس واجهتني صعوبة في معرفة الطريق. سألت واحد من الناس اللي مروا جنبي ودلني بكل ذوق على الطريق الصح. وبعد ما مشيت كثير، وصلت للساحة وأنا مستانس لأني ما تأخرت. ,Saudi
 في يومٍ مشمس، قرر أحمد أن يستأجر سيارة لاستكشاف المدينة. يمكن أن تستفسر من مكتب التأجير الموجود هناك. بعد التجول والاستمتاع بمعالم المدينة، وجد أحمد مطعماً تقليدياً لتناول العشاء. انتهى يومه بقصة رائعة ليحكيها لأصدقائه. , في يوم مشمس، أحمد قرر يأجر سيارة عشان يستكشف المدينة. تقدر تستفسر من مكتب التأجير الي هناك. بعد ما تمشى واستمتع بمعالم المدينة، لقى أحمد مطعم تراثي يتعشى فيه. ختم يومه بقصة ممتعة يقولها لأصدقائه. ,Saudi
 ذهب ماجد ولينا لجمع الأشياء المطلوبة. حملا الأكياس الثقيلة بصعوبة. وصلا إلى عمال النظافة وسلماهم الأغراض. شكرهم العمال على المساعدة وابتسموا. , ماجد ولينا راحوا يجمعون الأغراض اللي طُلبت منهم. حملوا الأكياس الثقيلة بصعوبة. وصلوا لعمال النظافة وسلموهم الأغراض. العمال شكروهم على المساعدة وابتسموا. ,Saudi
 في أحد الأيام، قررت أن أذهب في إجازة إلى الجبال. وجدت نفسي أتنفس الهواء العليل وأستمتع بمنظر الطبيعة الخلاب. خلال تجوالي، صادفت قرويين ودودين دعوني لتناول الشاي. شعرت بالسعادة الغامرة وتمنيت لو أن الإجازة لا تنتهي. , في يوم من الأيام، قررت أروح إجازة في الجبل. حصلت نفسي أتنفس هواء نقي وأستمتع بمنظر الطبيعة الجميل. وأنا أتمشى، قابلت شوية من أهل القرية الطيبين عزموني على شاهي. حسيت بفرحة كبيرة وودي الإجازة ما تنتهي. ,Saudi
 لا . أنا أخطط لزيارة باريس في طريق عودتي إلى وطني . قررت أن أستغل الفرصة لأرى برج إيفل وأتمشى على ضفاف نهر السين. سأبحث أيضاً عن أشهى المأكولات الفرنسية وأتذوق النكهات المحلية. في نهاية الرحلة، سأشتري الهدايا التذكارية لعائلتي وأصدقائي. , لا . أنا ناوي أزور باريس في طريقي الرجعة لديرتي . ناوي أستغل الفرصة عشان أشوف برج إيفل وأتمشى على ضفاف نهر السين. بعد كذا بدور على أطعم الأكلات الفرنسية وأجرب النكهات المحلية. وفي النهاية، بشتري هدايا تذكارية لأهلي وأصحابي. ,Saudi
 كان أحمد يفكر في إمكانية اصطحاب أخته معه في رحلته إلى القاهرة. هل ستأخذها معك أم سيكون علينا أن نرسلها؟ سألت والدته بقلق. قرر أحمد في النهاية أن يأخذها معه لتستمتع بالمغامرة. وهكذا، أصبحت الرحلة أكثر متعة بوجودها. , كان أحمد يفكر إذا بياخذ أخته معه في رحلته للرياض. بتاخذها معاك ولا لازم نرسلها؟ سألته أمه وهي قلقة. قرر أحمد في النهاية ياخذها معه عشان تستانس بالمغامرة. وكذا، صارت الرحلة أحلى وهي معه. ,Saudi
 حدث مؤخراً انتشار في خبراء الطعام، أليس كذلك؟ لاحظ محمود الزيادة في عدد البرامج التلفزيونية المخصصة للطبخ. قرر أن يصبح واحداً من هؤلاء الخبراء وبدأ في تعلم فنون الطهي. عمل بجد حتى أتقن بعض الوصفات العالمية. وأخيراً، استطاع أن يظهر في برنامج تلفزيوني مشهور يعرض مهاراته. , محمود لاحظ زيادة البرامج اللي تتكلم عن الطبخ. قرر يصير واحد من الخبراء وبدأ يتعلم الطبخ بجدية. تعب واجتهد لين ما اتقن الوصفات العالمية. وأخيراً، قدر يطلع في برنامج تلفزيوني معروف ويشوف الناس مهاراته. ,Saudi
 قد حدثت منذ حوالي ست ساعات من الآن حادثة غير متوقعة. كان هناك سارق يحاول اقتحام بيت في الحي القديم. لكن جار البيت كان يقظًا ولاحظ الحركة الغريبة. فاتصل بالشرطة على الفور، وتم القبض على السارق بسرعة. , صارت قصة غريبة من حوالي ست ساعات. فيه حرامي حاول يدخل يسرق بيت في الحي القديم. بس الجار كان صاحي ولاحظ الحركة الغريبة. دق على الشرطة على طول، وامسكوا الحرامي بسرعة. ,Saudi
 رحلة الخطوط الجوية دلتا رقم واحد واحد اثنان تم تأخير موعد الركوب. انتظر المسافرون في الصالة بترقب شديد. بدأت الأعصاب تتوتر مع مرور الوقت. أعلنت الشركة عن موعد جديد للإقلاع. في النهاية، تمكن الجميع من الصعود إلى الطائرة وبدأت الرحلة. , رحلة دلتا رقم واحد واحد اثنين تأخرت عن موعد الصعود. الركاب انتظروا في الصالة وهم متوترون. مع مرور الوقت بدأت الأعصاب تشتد. الشركة أعلنت موعد جديد للإقلاع. وأخيراً، الجميع صعد للطائرة وانطلقت الرحلة. ,Saudi
" في إحدى الليالي الباردة، طرقت امرأة باب الفندق وسألت البواب ""هل يمكنك أن تعطني اثنين لليلة؟"" فأجابها البواب بابتسامة ودودة ""بالطبع، يمكننا توفير غرفة مزدوجة لكما"". شكرته المرأة وأخبرته بأنها وزوجها يحتفلان بذكرى زواجهما العاشرة. في الصباح التالي، تركت المرأة ملاحظة شكر عند الاستقبال وغادرت الفندق مع زوجها وقد بدت عليهما علامات السعادة والرضا. "," في ليلة باردة، امرأة دقت على باب الفندق وسألت البواب ""تقدر تعطيني اثنين لليلة؟"" البواب ابتسم وقال ""أبشري، نقدر نوفر لكم غرفة لشخصين"". المرأة شكرته وقالت له إنها وزوجها يحتفلون بعيد زواجهم العاشر. الصباح اللي بعده، خلت المرأة ملاحظة شكر عند الاستقبال ومشت هي وزوجها وهم مبسوطين ومرتاحين. ",Saudi
 في يومٍ صيفي حار، اكتشف السيد خالد أن شركة التأمين الخاصة به قد تعرضت للسرقة. استشاط غضباً وقرر أن يبلغ الشرطة على الفور. بعد التحقيق، تبين أن الموظف الجديد كان وراء الحادثة. استعاد خالد الأموال المسروقة وشعر بالامتنان لسرعة استجابة الشرطة. , في يوم من الأيام الحارة في الصيف، الأستاذ خالد اكتشف إن شركة التأمين حقته تعرضت للسرقة. عصب وقرر يبلغ الشرطة على طول. بعد ما الشرطة قاموا بالتحقيق، اتضح إن الموظف الجديد هو الي سرق الشركة. خالد استرجع الفلوس المسروقة وكان ممتن لسرعة استجابة الشرطة. ,Saudi
 بما أنني غير ماهر باستخدام الكاميرا، فقد قررت شراء واحدة جديدة تتميز بالبساطة وسهولة الاستخدام. وبعد البحث والمقارنة، وجدت النوع المثالي الذي يلبي احتياجاتي. لقد كانت النتائج مذهلة، فقد تمكنت من التقاط صور رائعة دون عناء. وبفضل هذه الكاميرا، أصبحت التصوير هوايتي المفضلة وطورت مهاراتي بشكل كبير. , بما أني ما كنت شاطر في استخدام الكاميرا، قررت أشتري وحدة جديدة سهلة في الاستخدام. بعد ما بحثت وقارنت، لقيت النوع اللي يناسبني. النتائج كانت مذهلة، صرت أقدر أصور صور مرة حلوة بدون مشقة. وبهالكاميرا، صار التصوير هوايتي المفضلة وتطورت مهاراتي كثير. ,Saudi
" وصل الشاب المسافر إلى المحطة متأخرًا، ولم يعرف إن كان قد اختار الرصيف الصحيح. سأل أحد المارة: ""هل هذا هو الرصيف الصحيح لنيويورك؟"" فأجابه الرجل مبتسمًا وأشار إلى القطار الذي كان يستعد للانطلاق. شعر الشاب بالارتياح وصعد القطار في اللحظة الأخيرة، متجهًا نحو مغامرته الجديدة في نيويورك. "," وصل الشاب اللي كان مسافر للمحطة متأخر، وما كان يدري إذا هذا هو الرصيف الصح لنيويورك ولا لا. سأل واحد من الناس: ""هل هذا هو الرصيف الصح لنيويورك؟"" الرجال ضحك وقال له إيه وأشر له على القطار اللي كان بيستعد يقلع. الشاب ارتاح وركب القطار بآخر لحظة، متجه لمغامرته الجديدة في نيويورك. ",Saudi
